,Unnamed: 0,artist,listeners,playcount,bio_content
45,45,justin quiles,225047,3336406,"Justin Rafael Quiles Rivera mejor conocido en el ambito musical como J Quiles naciò en Marzo 29 del 1990 en la ciudad de Bridgeport Conneticut. J Quiles es un artista independiente el cual hasta el dia de hoy ha logrado ganarse el apoyo y amor de su fanaticada gracias a su talento natural. Ha logrado hacer canciones con artistas como Juno, Guelo Star, Divino el cual lo apadrino musicalmente hablando entre otros. Agradecido tambien con la ayuda de su equipo de trabajo que consiste de Los Hitmen que incluye a Kristian Ginorio mejor conocido con Lelo quien desde el principio le ha dado la mano y a creido en su talento, Emmanuel Infante mejor conocido por JazZ Hitmen es parte del binomio de productores de Lelo y JazZ productores de Live Music de Jowell y Randy los cuales actualmente estan trabajando el disco de Sobre Dosis de los mismo. Edwin Joel Lopez mejor conocido por Nenus quien es el ingeniero y el mas joven del grupo se encarga de todo lo que tiene que ve con las vocales de JQuiles. Fernando Lugo quien lleva una carga grande en lo que es todo lo visual desde las fotos hasta los videos de J Quiles. Christian A. Schmidt Guzman mejor conocido por Veterano propietario de NEF Studios es responsable de que J Quiles tenga la tranquilidad de trabajar su disco a disposicion de su tiempo sin interupciones y tambien esta a cargo de conseguirle un contrato con una casa disquera que lanse su carrera a nivel mundial e internacional. <a href=""https://www.last.fm/music/Justin+Quiles"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
46,46,de la ghetto,251693,2509482,"Rafael Castillo was born September 17 in New York. After residing in Seattle and Europe, his family decides to move to La Perla, Viejo San Juan, when he was a teenager. Son of a Puerto Rican mother and a Dominican father, who was killed when he was 6 months old, this young artist has gained the love of many fans due to the collaboration of many artists.  De La Ghetto gained his popularity when he first released his theme “Pégate” along with his former partner Arcangel in the album ""Sangre Nueva"" opening his doors to participate in other productions such as: “Sangre Nueva Special Edition”, Zion & Lennox “Motivando a la Yal: Special Edition”, “Las Gárgolas 5: The Next Generation”, “Los Rompediscotecas”, Luny Tunes “Los Benjamis”, DJ Nelson “Flow La Discoteka 2”, Zion “The Perfect Melody”, DJ Rafy Mercenario “The King of Remix”, Jowell & Randy “Casa de Leones”, Yaga & Mackie “La Reunión”, “Los Capo”, and “Los Sicarios”. Fans enjoyed more of De La Ghetto's talent after he recorded the video of the song “Sensación del Bloque” along with Randy and other videos such as; “Aparentemente”, “Siente El Boom” (a song with Tito ""El Bambino"" and Randy) and with promotional cuts such as ""Se"" and ""Your Body ft Zion"", and the remix of “5 Letras” with Alexis & Fido and his solo single “Pa’ Tras”. He also made ""Te Quiero"", a song for his baby girl, Angi. We can clearly see an evolution of such artist that can sing R&B and Hip-Hop in both languages. His future collaborational plans include featurings with artists like the likes of Timbaland, Beenie Man, Lil Wayne, Akon, Aventura, Toby Love and Robi ""Draco"" Rosa. At the moment, he's working on a tour that consists the following places: Panama, Europe, Ecuador, Colombia, Dominican Republic and all over the United States.
Currently he's working on his new album “Masacre Musical” (Musical Massacre) which he promises is a very varied album, bilingual and very “ghetto”. He also is working on his new movie “Ghettologia”, in whch would be recorded in La Perla and some other barrios of Puerto Rico. <a href=""https://www.last.fm/music/De+La+Ghetto"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
47,47,joey montana,133298,960030,"Joey Montana is one of the hottest newe stars of Latin music. At 23 years of age, he has broken ground in Central and South America, Mexico, the United States and Europe. Armed with his lyrical abilities and explosive personality, he is looking to make a name for himself in the ever so popular and growing urban/Latino market, leaving behind his former group of ""La Factoria"". 

His real name is Edgardo Antonio Miranda Beiro, and he was born in Panama City, Panama; on May 3rd, 1982. His passion for music began at the age of 12 with his main musical influence deriving from reggae, dance hall, and ""Reggaeton"", while listening to the pioneers of this genre like Chicho-Man, Nando-Boon, Renato Gaby, and last but not least, El General. 

Upon entering college, he studied Neurological Rehabilitation and Physical Therapy; however, his passion for the music drove him to audition for a local musical production under the direction of the local radio station called FACTORIA .1, under the supervision of Producer ""D.J. Pablito"", giving Joey Montana his first opportunity to record professionally and a major production of various artists. At that point, he began alternating between studying and pursuing a better musical career, and excelled at both. 

Not only was this young artist able to gain a fanbase in his home country, but also in countries like Colombia, Venezuela, Mexico, and England. In the year 2000, DJ Pablito, associated with another producer decided to form a group utilizing the former name of an older production called ""La Factoria"", which consisted of 3 Panamanian artists, one being Joey Montana (formerly known as MC JOE), and his companions, Dempra and Joycee. <a href=""https://www.last.fm/music/Joey+Montana"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
48,48,casper magico,51534,504321,"Julio Alberto Cruz García (San Juan; Puerto Rico, 21 de junio de 1989) más conocido por su nombre artístico como Casper Mágico, es un rapero, cantante y compositor puertorriqueño de Reguetón y Trap Latino. Se hizo conocido en el 2017 al estrenar el sencillo «Te boté» en compañía de Nio García y Darell, que fue certificado de oro por la RIAA y también llegó a ubicarse en los primeros lugares de las principales listas de Spotify y de la revista de Billboard. Su sencillo «No te Veo» ha sido certificado platino por la RIAA al obtener numerosas ventas y descargar así como reproducciones en plataformas digitales. <a href=""https://www.last.fm/music/Casper+Magico"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
49,49,camilo,309554,6089603,"Camilo Echeverri was the winner of XS Factor 2007 in Colombia. Camilo was born on the 16th March 1994 in Medellin, Colombia, but when he was 4 years old he moved to Monteria. <a href=""https://www.last.fm/music/Camilo"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
50,50,mike bahía,65510,796860,
51,51,yera,34844,304192,
52,52,lalo ebratt,68035,568890,"Eduardo Mario Ebratt Troncoso (born February 3, 1993, in Santa Marta, Colombia), better known by his stage name Lalo Ebratt, is a Colombian reggaeton singer who first came to public attention as a member of Trapical Minds, a latin hip-hop project put together by Colombian label RedSnapperMusic that also features singers Yera and Skinny Happy, before launching a solo career.

He is best known for his viral hit single ""Mocca"", released on April 27, 2018. The song became popular on YouTube and Spotify, reaching number one in Colombia and charting on iTunes and Spotify in several other countries. The music video has garnered over 150 million views. A remixed version of ""Mocca"" featuring Colombian singer J Balvin was released on October 3, 2018.  <a href=""https://www.last.fm/music/Lalo+Ebratt"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
53,53,menor menor,6649,57082,
54,54,ñengo flow,197125,3563638,"Edwin Rosa, publicly popular as ""Ñengo Flow"" is a hip hop artist and composer of Puerto Rican music. Its fast and complex letters have referred to as the ""Real G"" urban type.

Flow Ñengo born on October 15, 1981 in the town of Rio Piedras. This great rapper grew and raised in the town of Bayamon, Puerto Rico. It is there since childhood he was interested the world of urban music. His beginnings as a rapper were developed with letters of the street, everyday living Edwin Rosa. His lyrics were born from the experiences of everyday life with their classmates and neighborhood. It is not until age 14 when Edwin Rosa was first presented on stage in the neighborhood where he lived in a community movement. There he discovered his mission and dream in life to be an advocate of life in the neighborhood and the street in your town vent to his experiences in his lyrics.

Years passed and flowed ""Ñengo Flow,"" baptizing in the name of a subject of their community. His beginnings as an artist releasing a ""Mixtape"" with colleagues and friends, came to be heard on Univision. In this way, Ñengo Flow draws its first album titled ""Flow Map"", thereby earning the respect of your most recent public craendo great fans that the sun today support it.

Ñengo Flow has been involved in a countless number of musical productions with large urban colleagues gender: Cambumbo (2005), DJ Joe - Abuse of Gender (2006), The Abnormal (2004) and sangrenueva (2005).

With ""Flow,"" Flow Nengo has worked with stars such as Don Omar, Julio Voltio, Arcangel, Yomo, Ivy Queen, Yaga y Mackie, De La Ghetto, among other pillars of the genre.

Success in career is just beginning Ñengo Flow. This great rapper with his team's work led MILLION RECORDS Ozuna businessman Lester (President) shall be sounded across the planet by 2010. His music has evolved and captivate the minds of many. New experiences and take ete sounds great artist of urban type, Ñengo Flow to conquer most recent land and leave your name throughout all the land captured. <a href=""https://www.last.fm/music/+noredirect/%C3%91engo+Flow"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
55,55,milly,93888,686015,"Milly is a queer shoegaze punk band based out of L.A California. Drawing heavy influences from Sebedoh and Foo fighters, lead Brendan Dryer began his musical career in Connecticut making bedroom emo hyper pop until he met bassist Yarden Erez at an Alex G show who convinced him to join him in  going to L.A to become famous. <a href=""https://www.last.fm/music/Milly"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
56,56,lary over,58748,631656,
57,57,feid,491160,41884778,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting, experiencing significant success and becoming one of the most popular urban music artists today. With multiple hits and hundreds of millions of streams, he has collaborated with renowned artists such as Bad Bunny, Ozuna, Sech, Justin Quiles, J Balvin, Maluma, Karol G, De La Ghetto, Mora, and others. <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
58,58,jamby el favo,35111,653210,
59,59,mambo kingz,54326,312254,
60,60,zion & lennox,0,0,
61,61,ñejo,90397,824293,"Originally from Ponce, Puerto Rico. Usually heard alongside Dalmata as a puerto rican duo. Recently released ""Broke and Famous.""


more  information 

Ñejo & Dálmata, also known as Ñejo y Dálmata, are a reggaeton duo from Ponce, Puerto Rico. They had worked together in collaborations with other reggaeton artists before they released their album Broke & Famous in 2007. Some of Ñejo's and some of Dálmata's songs have reached the Billboard 200 in 2006 and 2007.
Ñejo has been involved with reggaeton since the production of DJ Joe 5 was released. They started working as a duo on Fatal Fantasy 2.

Discography

Broke & Famous (2007), released by Universal Music Latino, a label owned by Universal Music Group.
Broke & Famous: Still Broke - The Mixtape (2009)
Still Broke:But Not That Broke At All-Pronto (2010) (This album will include the single ""Que Paso"")
[edit]Singles (including collaborations)
""Tu Y Yo"" (ft. Maicol & Manuel) (2005)
""Como Te Extraño"" (ft. Maicol & Manuel) (2005)
""Esa Nena"" (2005)
""Voy A Pillarte"" (2006)
""Nos Matamos (Remix)"" (ft. Arcangel, Chyno Nyno, & Jowell) (2006)
""Malditas Putas"" (ft. Las Guanábanas) (2007)
""El Abrazo del Oso (Remix)"" (ft. Gringo) (2007)
""Pa' Mi Ponce (Intro Casa de Leones)"" (ft. Guelo Star, J-King & Maximan, Jowell & Randy, Arcangel, Voltio, & La India) (2007)
""Hoy Me Atrevo"" (2007)
""Algo Musical"" (ft. Arcangel) (2007)
""Triste y Sola"" (2007)
""Mundo Artificial""(ft. Chyno Nyno, L.T. ""El Unico"") (2007)
""Intro (Los Capo)"" (ft. Julio Voltio, Jowell & Randy, Guelo Star, Zion, De La Ghetto, Syko & Hector ""El Father"") (2007)
""Olvídate de Eso"" (ft. Alexis & Fido) (2007)
""Peligrosa"" (2007)
""El Mellao' (Remix)"" (ft. Julio Voltio) (2007)
""En Navidad"" (2007)
""Te Quiero Mas Que Mi Vida"" (ft. Cosculluela) (2008)
""Algo Musical (Remix)"" (ft. Arcángel & Daddy Yankee) (2008)
""No Puedo Estar Sin Ti"" (2008)
""Amiga"" (2008)
""La Película"" (ft. Vakero) (2008) (Talento Dominicano)
""Dimelo Pa' Donde"" (ft. J-King & Maximan, Guelo Star) (2008)
""Un Hijo En La Disco (Remix)"" (ft. J-King & Maximan, Guelo Star) (2008)
""Hoy Me Rindo A Tus Pies (Remix)"" (ft. Franco & Oscarcito) (2008) (Talento Venezolano)
""Tú Te Las Traes (Remix)"" (ft. Yomo, Jowell & Randy, Voltio) (2008)
""La Ando Buscando"" (2008)
""Puti Puerca (Remix)"" (ft. Jamsha, Guelo Star, Chyno Nyno, De La Ghetto) (2008)
""Loca Con Su Tigere"" (ft. Julio Voltio, El Cata) (2008) (Talento Dominicano)
""Flow (Remix)"" (ft. Plan B, Cheka) (2009)
""Me Gusta"" (ft. Jutha & Small) (2009) (Talento Colombiano)
""La Stripper"" (ft. Joan y Oneil) (2009)
""Cojelo Ahora"" (ft. Sie7e) (2009) (Talento Colombiano)
""Santa Kachucha (Remix)"" (ft. Julio Voltio, Kristian Bob, Chyno Nyno) (2009)
""Estoy Esperando"" (2009)
""Ella Quiere (Remix)"" (ft. Lui-G) (2009)
""Del Sur"" (ft. Guelo Star, Divino, Gastam, J-King & Maximan) (2009)
""Mujeres Talentosas"" (ft. Lui-G, Ñengo Flow, Chyno Nyno, J-Alvarez & Franco El Gorilla) (2009)
""2 Cacha (Remix)"" (ft. J-Alvarez, Ñengo Flow, Chyno Nyno, Lui-G & Guelo Star) (2009)
""Estoy Esperando (Remix)"" (ft. Alexis & Fido) (2009)
""Fuga (Remix)"" (ft. Trebol Clan, Farruco, Tony Lenta, Julio Voltio, J-Alvarez) (2009)
""No Necesito"" (2009)
""A Lo Escondio"" (ft. Lui-G, Mackie Ranks, J-Alvarez, Yaga, George Las Guanabanas) (2009)
""Si Te Atreves (ft. J. Balvin)"" (2009)
""Si Te Atreves (Remix) (ft. J. Balvin)"" (2009)
""Deja (ft. J-Alvarez, Jory) (2009)
""Gio Guanabana Ft. Ñejo & Dalmata, J-Alvarez, Lui-G - Sexo Na´Ma (Official Remix)"" (2009)
""J-King & Maximan Feat De La Ghetto, Baby Rasta & Gringo, Chyno Nyno, Ñejo & Dalmata, Voltio, Guelo Star, Arcangel, Ivy Queen, Franco El Gorilla, Alexis & Fido, Plan B, Ñengo Flow, Zion & Lennox, Syko, Tony Lenta, Yaga & Mackie Ranks--Guayoman-O.G. Black--TrebolClan(Berto-Periquito)-GranGreatMomola-Gastam-Nova y jory Rastrillea II(Remix Official)-(Full Version)
""Si tu no estas"" (ft Limi-T 21 & Alexis ) (2009)
""No Necesito"" (Remix) (ft Cosculluela (2010)
[edit]Ñejo singles/collaborations

""Esa Gata"" (2002)
""El Caballo"" (ft. Plan B) (2002)
""No Quiere Novio"" (2006)
""No Quiere Novio (Remix)"" (ft. Tego Calderón) (2006)
""Tu Me Arrebata"" (2006)
""Voy Hacertelo (Remix)"" (ft. Naldo, De La Ghetto, Jowell & Randy) (2007)
""Sube"" (2007)
""Mal De Amores"" (2007)
""¿Cómo Estás?"" (2007)
""¿Cómo Estás? (Remix)"" (ft. Huey Dunbar) (2007)
""Lo Hecho Hecho Está"" (ft. Tego Calderón, Chyno Nyno, Pirulo, & Julio Voltio) (2007)
""Un Call"" (2007)
""Yo Quisiera"" (2007)
""Por Allá Por Dónde Vivo"" (2007)
""No Es Lo Mismo"" (ft. Tego Calderón & Julio Voltio) (2007)
""Así Es la Vida"" (2007)
""Como Los Quiero"" (2007)
""Violento"" (2007)
""Cream 2008 (Lo Hecho Hecho Está (remix)"" (ft. Tego Calderón, Chyno Nyno, Pirulo, & Julio Voltio) (2008)
""Esta Noche"" (ft. Andy Boy, Chyno Nyno) (2008)
""La Combi"" (ft. Nicky Jam) (2008)
""Somos de Calle (Remix)"" (ft. Daddy Yankee, Arcangel, De La Ghetto, Guelo Star, MC Ceja, Voltio, Chyno Nyno, Cosculluela, & Baby Rasta) (2008)
""Un Party (Remix)"" (ft. Plan B & Arcángel) (2008)
""Cuando La Calle Habla"" (ft. Arcángel, Guelo Star, Gastam, J.Alvarez, Baby Rasta & Gringo, O.G.Black & Guayo ""El Bandido"", MC Ceja, Franco ""El Gorilla"", Ñengo Flow, Delirious) (2008)
""Corazón Roto"" (2008)
""Ando En La FJ"" (2008)
""Marihuana"" (2008)
""Los 3 Chiflones"" (ft. L.T, Chyno Nyno) (2008)
""Aguinaldo"" (2008)
""Por Allá Por Dónde Vivo"" (ft. Hebert Vargas) (2009) (Talento Colombiano)
""Papa Dios (Remix)"" (ft. Jowell & Randy, El Sujeto oro 24) (2009) (Talento Dominicano)
""Ando En La FJ"" (2009)
""2 Cachas"" (ft. J-Alvarez) (2009)
""Tírate El Paso"" (ft. Nely ""El Arma Secreta"") (2009)
""Sin Coro"" (ft. Chyno Nyno, Ñengo Flow) (2009)
""Mueve Ese Culo Puñeta"" (ft. Lui-G, Ñengo Flow, Chyno Nyno) (2009)
""Roze"" Feat Jack Style - [Prod. By DJ Buxxi] (Flow Music) Original Julio (2009)
""Te Estoy Esperando"" (Oficial Remix) (ft Alexis & Fido) (2009)
""Si No Fumo (ft. Cosculluela)"" (2009)
""J-King & Maximan Feat De La Ghetto, Baby Rasta,Chyno Nyno, Ñejo y dalmata, Voltio, Guelo Star, Alexis & Fido, Ivy Queen,Franco El Gorilla (Radio Version)(2009)
""Alegre Prendo"" (2009)
""Mi Blonsito Mañanero (Aguinaldo)"" (2009)
""Que Paso"" (2010)
""Cancion De Amor"" (2010)
[edit]Individuales Dálmata colaboraciones

""Hasta El Desmayo"" (2002)
""Lento Muévete"" (pies Plan B & Blade Pacino) (2002)
""Nos Matamos"" (2006)
""Deja Quitarte La Ropa"" (2006)
""Just Like Sexo"" (2007)
""Pasarela"" (2007)
""Como Toda Una Señora"" (2007)
""Mírala"" (2007)
""Dímelo (Remix)"" (ft. Enrique Iglesias) (2007)
""Pa Encima"" (2007)
""See You Mami"" (2007)
""Miéntame"" (2007)
""Mi Día de Suerte"" (2007)
""Pasarela (Remix)"" (ft. Los Rabanes) (2007)
""Se Va, Se Va"" (2007)
""Sexo en la Playa"" (2007)
""Todo Tiene Su Final"" (2007)
""Contigo Una Noche"" (2008)
""Yo La Vi Bailando"" (pies J-Alvarez) (2008)
""Que raro (Remix)"" (ft J-Alvarez) (2008)
""Para La Chica Que Le Gusta El Sexo"" (ft. Maicol) (2008)
""Eso que tienes tú"" (pies Gustavo Laureano) (2008)
""Salvaje"" (2008)
""Cual Es Tu Miedo"" (2009)
""Si Como Camina Cocina"" (pies Naldo) (2009)
""Solo tu"" (ft. Los De La Noche) (2010)
""Siguelo"" (2010) <a href=""https://www.last.fm/music/+noredirect/%C3%91ejo"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
62,62,marvel boy,7265,62025,
63,63,jossef,41348,314002,"Jossef infuses the Latin urban genre with a combination of universal melody and personal attitude. Born and raised in San Juan, Puerto Rico, the singer, songwriter, and artist dropped his debut single “Zumba” at just 17-years-old. Introducing himself as a genre-breaking independent innovator and dynamic performer, he earned his first local hit with “Pa’ Moverse” in 2019. Maximizing this momentum, he popped off worldwide on “Enciéndelo” alongside Ñengo Flow and Jamby El Favo, breaking into the Billboard Latin Rhythm Chart and the Spotify Top 50 Viral (Spain) and cracking 10 million streams and counting in the process. During 2020, Billboard championed him among its “Latin Teen Artists To Keep On Your Radar.” However, he exploded globally on “Persia (Remix)” [with Jamby El Favo and Eix]. Beyond amassing 100 million-plus total streams and landing on Billboard Argentina’s “Hot 100,” it garnered a gold certification in Spain—his first. Claiming real estate on coveted Spotify playlists such as Viva Latino and Baila Reggaeton, he averages over 4.1 million monthly listeners on the platform and has amassed hundreds of millions of cumulative streams. He moved through 2021 rapidly with bangers such as “Sexo Casual,” “A Ley,” and “X2” in advance of his forthcoming full-length debut album. Representing a new generation of Puerto Rican artists, Jossef leads the pack by blazing his own trail. <a href=""https://www.last.fm/music/Jossef"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
64,64,farruko,664829,8395316,"Farruko is a reggaeton and Latin pop singer from Puerto Rico. His given name is Carlos Efren Reyes, and he was born in Bayamon, Puerto Rico in 1991. At the age of 16, he began to post his songs under his stage name to MySpace. His first single, ""Sexo Fuera del Planeta,"" gained thousands of followers, and from there he explored the potential of other social media networks. Due to his massive success on the Internet, he came to the attention of Puerto Rican radio and music industry executives, who enlisted his vocal talents for other artists.

Farruko's debut album, El Talento del Bloque, appeared when he was 18. It was released by Siente Music and distributed by Universal. Most of its 13 songs were self-penned. The set became an almost instant hit, and several singles followed from it. Some of the album's highlights included its collaborative tunes such as ""Su Hija Me Gusta"" with José Feliciano, ""Ella No Es Facil"" with Cosculluela, and ""Traime a Tu Amiga"" with Arcangel and Julio Voltio. He also issued the non-album smash ""Pa Romper la Discoteca"" with Daddy Yankee and Yomo. In 2012, he issued his sophomore offering, TMPR: The Most Powerful Rookie. Its first smash single was ""Feel the Rhythm"" (""Siente el Ritmo""), though it was one of five. As a whole, the set demonstrated that Farruko was as comfortable in electro and pop circles as he was in reggaeton; it was nominated for a Latin Grammy.

After touring throughout Latin America and the United States and establishing large fan bases in locales such as Venezuela and Colombia, he returned to recording in 2014. Farruko Presenta los Menores was released in late October of that year. A week after its release, it topped the Latin Albums chart. Among the notable collaborations are ""Salgo"" with Arcangel, Ñengo Flow, D. Ozi, and Genio y Kelmitt; ""Bebe Conmigo"" with J. Balvin; and ""Interesada"" with Luigi 21+. He won the Premios Juventud for the song ""6 AM"" with J. Balvin and Latin Grammy Awards for Best Urban Performance and Best Urban Song in 2015. In February of that year, he released ""Lejos de Aquí,"" a remix with Yandel. In June, he was Alejandra Guzman's surprise duet partner on her first urban single, ""Adios."" In July, he issued the pre-release track ""Sunset"" (featuring Shaggy and Nicky Jam), which garnered the top spot on various Latin airplay charts. In August, Farruko issued The Ones, a compilation of his charting singles and collaborations; it was a teaser for his next studio effort, Visionary, which appeared in late October. Pre-order excitement for the album propelled it to debut at number one on several Latin album charts; it remained there for several weeks after release. In 2017, he returned with his sixth studio album, Trapficante. As its title suggested, the artist put his money on the fusion of reggaeton and pop urban with the second generation of Latin trap, the latter he considered still in its infancy, making some commercial inroads but still far from its future force as the face of commercial mainstream Latin X pop -- despite its outlaw ties. He openly desired being the face of that future and drew on a host of new generation Latin trap artists as collaborators including Frank Miami, Sharo Torres, Rome, Mambo Kingz, DJ Luian, Maffio, Lil Geniuz, Bad Bunny, and Ladkani. The album was issued in September as Farruko undertook the U.S. leg of his global TrapXFicante tour. <a href=""https://www.last.fm/music/Farruko"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
65,65,gigolo y la exce,61936,585502,
66,66,dímelo flow,88920,829771,"Jorge Valdés Vázquez, más conocido como DJ Flow o Dímelo Flow, es un DJ y productor panameño afincado en Estados Unidos.​ <a href=""https://www.last.fm/music/D%C3%ADmelo+Flow"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
67,67,piso 21,271843,4689866,"Juan David Castaño (el llanero), David Escobar (Dim), Juan David Huertas (El profe) y Pablo Mejía (Pablito), son los integrantes del grupo que ahora suena en las emisoras de la ciudad de medellin, Piso 21.

El mayor tiene solo 26 años y el menor 21. Son jóvenes, sí, pero ya son conscientes de su éxito y más que un grupo, ellos se consideran una familia, pues lo más importante, antes de cantar, es la unión y la lealtad a su amistad.

Todo comenzó en junio del año 2007 cuando se conocieron en un asado que organizó un amigo que tenían en común. Conversando se dieron cuenta de que los cuatro eran músicos y terminaron cantando hasta las 6 de la mañana.

Días después El Profe buscó a Dim y al Llanero y les propuso formar un grupo, pero Dim dijo que sí con la condición de que también incluyeran a Pablito, quien estaba de viaje en ese momento en Contadora, Panamá.

Fue tanta la emoción y la ansiedad por crear el grupo que inmediatamente llamaron a Pablito a Panamá y el aceptó sin dudarlo.

Paso a paso
Su segundo encuentro, o mejor dicho su primer ensayo, fue en el club house de un amigo del edificio San Mitchel, en el piso 21, desde donde se podía ver la ciudad d medellin completa. Este se convirtió durante varios meses en su ensayadero oficial y era allí donde pasaban noches enteras montando las canciones.

""Durante esas noches soñábamos con que algún día escucharían nuestras composiciones en todas esas casa que veíamos desde allá"", cuenta Dim.

""Y creo que lo estamos logrando, pero ahora la idea es que también nos escuchen en aquellas de las que solo veíamos la luz, arriba en las montañas"", continúa El Profe.

Su nombre
A la hora de pensar en cómo se llamarían, dieron muchas vueltas y hasta lo consultaron con sus familias y sus profesores.

Al principio le buscaron por el lado de sus iniciales o pensaron en jugar un poco con los nombres de David y Pablo, pero luego de intentarlo por muchos lados, se les ocurrió Piso 21, pues fue a esta altura donde realmente conformaron el grupo.

Pero a este nombre también le han encontrado una metáfora, pues según ellos, indica que para arriba es adonde quieren llegar, dando pasos lentos, pero seguros y muy largos.

Precisamente antes de empezar cada concierto, el grupo se reúne para gritar su frase favorita ""Piso 21, vamos pa'arriba papá"". <a href=""https://www.last.fm/music/Piso+21"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
68,68,omy de oro,42441,470872,
69,69,cali y el dandee,118277,1596273,
70,70,pinto picasso,4739,99410,
71,71,guaynaa,102582,971588,
72,72,green cookie,5607,45376,
73,73,paloma mami,159932,3638012,"Paloma Mami is a Chilean-American singer, songwriter and social media personality who became popular in 2018.  

According to her website, ""Leading up to the release of “No Te Enamores”, Paloma’s first release since signing to Sony Music Latin, the buzz around New York/Chilean singer-songwriter, Paloma Mami, continues to grow due to the viral success of her independently produced single and video “Not Steady.” Since its release in June 2018, “Not Steady” has surpassed over 20M cumulative streams to date (audio + video) catching the attention of Latin powerhouses such as Maluma, J Balvin, Farruko, production collective Hear This Music and more....  With a delicate but powerful voice, her music is a distinct fusion of Latin Urban, R&B, and Trap / Soul."" <a href=""https://www.last.fm/music/Paloma+Mami"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
