,artist,listeners,playcount,bio_content
10,bryant myers,134676,3401888,"Bryan Robert Rohena Pérez, known professionally as Bryant Myers, is a Puerto Rican Latin trap and reggaeton singer and songwriter. Rohena was born in Loma Alta, Puerto Rico. He began sampling and making his own songs in 2013 and launched them on social media via his SoundCloud, Instagram and YouTube accounts. <a href=""https://www.last.fm/music/Bryant+Myers"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
11,ozuna,737444,20768959,"Juan Carlos Ozuna Rosado (born March 13, 1992), known simply by his surname Ozuna , is a Puerto Rican Latin trap and reggaeton singer who is regarded as the "" New King of Reggaeton"". He has released two successful albums Odisea (2017) and Aura (2018), and since the beginning of his career, he has sold around 15 million records, making him one of the best-selling Latin music artists of all time. He made his acting debut in the film Que León. <a href=""https://www.last.fm/music/Ozuna"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
12,anuel aa,490369,20962520,"Emmanuel Gazmey Santiago, known professionally as Anuel AA, is a Puerto Rican rapper and singer, a pioneer of the Latin trap movement. Gazmey's music addresses topics such as street life, violence, sex, and drugs. He is seen as a controversial figure in the Latin music scene for his legal troubles and feuds with fellow Puerto Rican rappers Cosculluela and Ivy Queen and with American rapper 6ix9ine.  His music often contains samples and interpolations of songs that were popular during his youth.

After being released from prison on July 17, 2018, Gazmey released his first full-length album titled Real Hasta la Muerte which contained 12 songs and landed at number one on the Billboard Top Latin Albums chart. He won the 2019 Billboard Latin Music Award for New Artist of the Year. <a href=""https://www.last.fm/music/Anuel+AA"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
13,dj luian,109370,983196,
14,reik,523851,10438923,"Reik is a Mexican band from Mexicali, Baja California, Mexico. Formed by Jesús Alberto Navarro Rosas (Lead Vocals), Julio Ramírez Eguía (Guitar, Backing Vocals), and Gilberto Marín Espinoza ""Bibi"" (Backing Guitar, Backing Vocals).

In 2003, Jesús Navarro and Julio Ramirez started their then-nascent musical project, tentatively called ""Reik"". It was then they recorded their first demos, which were released through the Mexican underground club scene. Two of the most successful demos — ""Levemente"" and ""Ahora Sin Ti "" — brought more widespread coverage across Mexico. In early 2004, Reik invited Gilberto to join the band. They have been famous ever since, mainly in Latin America, Mexico, and southern parts of the United States. Their videos have been broadcasted on famous music television channels, such as MTV and HTV. 

Reik is the debut album, the first single ""Yo Quisiera"" got heavy rotation on Mexican pop radio stations and soon went to number one. Their second single ""Qué Vida La Mía"" also topped the Mexican charts as did their third single ""Noviembre Sin Ti"". Their fourth single, ""Niña"", failed to match the success of their previous singles, charting only at #33.

Their second album, Secuencia , was released on November 14, 2006, which featured the first single, ""Invierno"" (released on November 6), which gained a lot of popularity based Latin American airplay.

Reik has been nominated to the Latin Grammy in the category ""Best New Artist"". They have been nominated to ""Premios Lo Nuestro"", ""Premios Juventud"", and numerous other awards. The band also has 4 nominations to the MTV Video Music Awards Latin America in the categories of ""Best Pop Artist"", ""Best Group"", ""Best Northern Region Artist"", and ""Best Northern Region New Artist"", winning three out of four. <a href=""https://www.last.fm/music/Reik"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
15,kevvo,55543,534167,"Kevin Manuel Rivera Allende, conocido profesionalmente como Kevvo, es un cantante puertorriqueño Reggaeton y Trap Latino​ que llegó a la fama con su canción 105F, que incluía un remix con múltiples artistas notables de reggaeton como Ñengo Flow, Myke Towers, Darell, Chencho de Plan B, Arcángel, Farruko y Brytiago.​ <a href=""https://www.last.fm/music/KEVVO"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
16,daddy yankee,1781729,36490736,"Ramón ""Raymond"" Luis Ayala Rodríguez (born February 3, 1977), known artistically as Daddy Yankee, is a Latin Grammy Award winning Puerto Rican reggaeton recording artist. Ayala was born in Río Piedras, the largest district of San Juan, Puerto Rico, where he became interested in music at a young age. In his youth he was interested in baseball, and aspired to become a Major League Baseball player. He was unable to continue this sport when he got shot in the leg by being mistaken for his friend by a unknown man, leaving him unable to walk correctly. He then became involved in the underground rap movement that was in its early stages in Puerto Rico, later to be called Reggaeton. After receiving lessons from several artists within the genre, he developed an independent career, first recording in a production titled Playero 37. After this he began to produce independent albums. His first solo album was No Mercy in 1995. He subsequently formed a duo with Nicky Jam, and then continued his solo career with the releases of El Cartel and El Cartel II. This led him be one of many pioneers of the reggaeton genre.

In 2002 El Cangri.com became Ayala's first album with international success, receiving coverage in the markets of New York and Miami. Barrio Fino was released in 2004, and the album received numerous awards, including a Premio Lo Nuestro and a Latin Billboard, as well as receiving nominations for the Latin Grammy and MTV Video Music Awards. Barrio Fino performed well in the sales charts of the United States, Latin America, Europe, and Japan. On June 5, 2007, El Cartel Records released El Cartel: The Big Boss, which was ranked as the top-selling album in Latin music genres in 2007. He promoted the album with an international tour which began in the United States and continued through Latin America, breaking attendance records in Ecuador and Bolivia. His performances have appeared on more than 70 albums, including compilations such as Mas Flow 2 and Blin Blin Vol. 1. Outside of his work as a musician, Ayala has also worked as an actor and producer. Throughout his career, he has been generally reticent to discuss his personal life, but has publicly expressed the importance of his wife and children to him. <a href=""https://www.last.fm/music/Daddy+Yankee"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
17,dalex,186300,3067114,"Pedro David Daleccio Torres Altura: 1.70, better known as Dalex, is an American Latin R&B singer. He was formerly part of the duo Jayma y Dalex. Currently, Dalex is signed to the Rich Music record label.  <a href=""https://www.last.fm/music/Dalex"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
18,karol g,1129799,50777504,"Carolina Giraldo Navarro, professionally known as Karol G, is a Colombian singer. She is predominantly described as a reggaeton and Latin trap artist but has experimented with a variety of other genres including reggae and sertaneja. In 2018, she won the Latin Grammy Award for Best New Artist and has been nominated for several Billboard Latin Music Awards and Premios Lo Nuestro awards.

Born and raised in Medellín, Giraldo launched her career as a teenager, appearing on the Colombian version of The X Factor at age 14 in 2004. She moved to New York City in 2014 to learn more about the music industry and signed to Universal Music Latino. Her collaboration with Puerto Rican rapper and singer Bad Bunny ""Ahora Me Llama"" became her breakthrough hit, and was the lead single for her debut album Unstoppable, released in 2017. In late 2018, her song ""Secreto"" became a hit in Latin America as she and Puerto Rican rapper Anuel AA publicly confirmed their relationship in the music video.

In July 2019, she released ""China"" in collaboration with Anuel AA, J Balvin, Daddy Yankee and Ozuna, which became her first music video with over one billion views on YouTube. In May 2019, she released the album Ocean, which served as a stylistic departure from Unstoppable, incorporating a more relaxed atmosphere in her work. Her song ""Tusa"" with Nicki Minaj also charted internationally and was certified 28× Latin Platinum by the RIAA, staying on the Billboard Hot Latin Songs chart for 25 weeks. In 2020, Karol G received four nominations at the Latin Grammys. Karol G achieved her highest-charting single on the Billboard Hot 100 with the top 20 song ""Mamiii"", a collaboration with Becky G. <a href=""https://www.last.fm/music/Karol+G"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
19,ele a el dominio,44912,938338,
20,kevin roldan,136839,1756854,"Ronny Kevin Roldán Velasco ​más conocido como Kevin Roldán, es un cantante de reguetón y trap latino colombiano.  <a href=""https://www.last.fm/music/Kevin+Roldan"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
21,bad bunny,1672249,237912645,"Benito Antonio Martínez Ocasio (born March 10, 1994), known professionally as Bad Bunny, is a Puerto Rican singer, rapper, and producer based out of San Juan. Emerging in 2016, he quickly rose to national success on the strength of his early singles and soon signed with Hear This Music, an agency owned by fellow Puerto Ricans DJ Luian and Mambo Kingz. Appearances with Ñengo Flow, Anitta, and Ozuna soon followed and in early 2017, he kicked off an especially prolific run with the singles ""Pa Ti"", ""Loco Pero Millonario"" and ""Dime Si Vas a Volver"" amid numerous collaborative tracks with acts like Poeta Callejero, Farruko, Brytiago, Almighty, and others. <a href=""https://www.last.fm/music/Bad+Bunny"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
22,dayme y el high,28385,181835,
23,sech,326658,6539921,"Carlos Isaías Morales Williams (born December 3, 1993), better known as Sech, is a Panamanian singer. In April 2019 he released his album Sueños, reaching number three on the Billboard Top Latin Albums chart. In an interview with Billboard, Sech mentioned El General being an influence for his music. He first reached popularity with his song ""Miss Lonely"", in 2017. <a href=""https://www.last.fm/music/Sech"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
24,becky g,1176164,20343973,"Rebbeca Marie Gomez, ""Becky G"", (born in Los Angeles, March 2nd 1997) is an American rapper and singer/songwriter. Her musical career began in 2009 when she joined a girl group called ""G.L.A.M."", then later joined another girl group called ""BCG"" however she'd previously made small modeling and acting appearances. Becky's career was kickstarted in 2011 when she posted a remake of Kanye West and Jay-Z's ""Otis"" to YouTube. The video never went viral, however it was discovered by major music producer Dr. Luke a week after it was published, and she was soon signed to Kemosabe Records. Since then, Becky has released many covers and remakes on her YouTube channel ""BeckyGOfficial"", and she's dueted with major pop artists such as Cody Simpson, Will.I.Am, Cher Lloyd, Austin Mahone, Pitbull and many others. In April 2013 she released the video for her remake of Jennifer Lopez's ""Jenny From The Block"" entitled ""Becky From The Block"", which JLo cameoed in. In July 2013 she released her debut EP ""Play It Again"" which features 5 tracks including the singles ""Play It Again"", and ""Can't Get Enough"" which features Pitbull. Becky's songs, ""Problem (The Monster Remix)"" featuring Will.I.Am and ""Magik 2.0"" featuring Austin Mahone were featured in the family films ""Hotel Transylvania"" and ""The Smurfs 2"". In April 2014 Becky won her first award at the Radio Disney Music Awards for ""Best New Artist"", and in the same week she released her hit single ""Shower"". There is no set release date for Becky's debut album, however it's been said that it will be sometime in October. <a href=""https://www.last.fm/music/Becky+G"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
25,nicky jam,824018,11207538,"
Nick Rivera Caminero better known as Nicky Jam was born to a Puerto Rican father and a Dominican mother in 1980 in Boston Massachussets which he live in until he was six and moved to 
Barrio Obrero, P.R. He is a reggaeton artist known for hits like:
""Me Voy Pa'l Party"" ""Chambonea"" 
""No Soy Tu Marido"" ""I'm Not Your Husband"" which is a remix in spanglish of ""No Soy Tu Marido""
 <a href=""https://www.last.fm/music/Nicky+Jam"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
26,jay wheeler,225115,4354575,"Reggaeton singer from Puerto Rico.  According to an article by Natacha Andueza:

""Jose Angel Lopez Martinez started singing in a church, where he played the piano and then began creating all types of beats with his computer. Wheeler was too scared and shy to sing due to bullying while he was in school. He felt insecure and did not want to show off his talents.

A few years later, everything changed, he fell in love and had to deal with heartbreak. He wrote a breakup song for the first time and his best friend encouraged him to post a video singing that song. The video went viral overnight, generating over 500 thousand views. That’s when he decided to get into the music industry, singing, and educate himself and get into the industry.

In 2018, Wheeler released “Por Tu Culpa"",  the song that opened the doors for him and led him to be discovered by famous DJ Nelson."" <a href=""https://www.last.fm/music/Jay+Wheeler"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
27,don omar,1407122,22941883,"William Omar Landrón (born February 10, 1978 in Puerto Rico), better known as Don Omar, is a reggaeton singer. He is one of the most well known reggaeton artists in Latin America. His cross over success in the U.S. has given him more exposure to English speaking Reggaeton fans, making him one of the more recognizable faces of Reggaeton along with Daddy Yankee and Tego Calderón. Don Omar's popularity is currently rising and he recently appeared on MTV. Omar is best known for his songs ""Dile"" and ""Dale Don Dale"" from his first album The Last Don and ""Reggaeton Latino"". His songs center around life and love; some examples of these would be ""La Recompenza"" (The Reward), ""Pobre Diabla"" (Poor Devil (fem.)) and ""Aunque te Fuiste"" (Even Though You Left).

His debut album, The Last Don, sold over 350,000 units in South America. Both ""The Last Don"" as the live edition of it have been certified platinum by the Recording Industry Association of America. Worldwide, The Last Don: Live [CD & DVD] sold over one million copies, according to the official website. His debut single, ""Dale Don Dale"", sold over 100,000 copies in South America. He received the awards for ""Latin Pop Album of the Year"" and ""New Artist & Latin Rap/Hip-Hop Album of the Year"" by the Billboard Latin Music Awards in 2003. The Last Don: Live [CD & DVD] was also nominated for ""Urban Music Album"" at the 2005 Latin Grammy Awards

He started his career after facing many obstacles when Héctor Delgado (from the duo Héctor y Tito) gave him an opportunity to be a backup singer. After that, he sang in a live concert with Héctor and Tito in 2003, which was released later as a CD and DVD, which included the songs that became instant hits, Baila Morena and Amor de Colegio.

In 2005, Don Omar released the reggaeton album ""Da Hitman Presents Reggaeton Latino"", which broke the record for ""Highest First Week Sales for a Reggaeton Album"" by selling over 31,000 units in its first week, resulting a debut of #61 in The Billboard 200. Wisin y Yandel held that record until ""Reggaeton Latino"" was released.

The first single released from Reggaeton Latino, ""Dale Don Dale [Remix]"" , which features rapper Fabolous, debuted at #1 on the crossover chart.

He is currently signed to VI Music through Universal Music Latino.

In early 2006, the Governor of Puerto Rico, Aníbal Acevedo Vilá publicly mentioned interest in having Don Omar participate in a program against School Desertion. However, the Secretary of Education has rejected Don Omar sponsoring it due to his lyrics. The local press has also mentioned that Omar himself did not finish High School.

Currently has his own record label ""El Orfanato"" (The Orphanage) and had a magnificent performance in the 2011 Latin Music Billboard Awards where he received the Award for Latin Rythm Airplay. <a href=""https://www.last.fm/music/Don+Omar"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
28,natti natasha,306506,4359458,"Natalia Alexandra Gutiérrez, known by her stage name Natti Natasha, is a Dominican reggaeton singer, songwriter, and actress. Hailing from Santiago de los Caballeros, Dominican Republic, Natasha grew up surrounded by endless musical influences and enrolled in Santiago’s School of Fine Arts at the age of seven where she developed her singing abilities, describing her time at the school as “one of the best of her life.” Her studio experience would begin as a teenager when she would record songs as a hobby and later alongside friends.

This all led up to her decision to make the biggest and riskiest move of her life, and that was to move to the United States. She settled in the Bronx, New York, or “the City of the Dreams and Dreamers” for young, aspiring musicians like her at the time. In a 2019 interview with Billboard, Natti called the move “one of the craziest moves anyone ever did in her family,” and that she often looks back at the decision and wonders what she was doing. Natti would hop from studio to studio, working without pay, but to her, this was a way to get her name out there. A producer friend from Santiago would soon step in and lend her his New York studio.

Natti’s first-ever break came when icon Don Omar signed her to his record label, the Orfanato Music Group, and the pair would go on to make history for years to come. Their collaborations “Dutty Love,” “Tus Movimientos,” “Perdido en tus Ojos,” and a “Hold Ya” remix with Gyptian made waves across Latin America and introduced the world to future reggaeton royalty. Her debut project, an EP titled “All About Me” was released on March 28, 2012.

Natti would continue to make big career moves throughout the years including her departure from Don Omar’s record label and signing onto Pina Records in 2016, but it wasn’t until 2017 when her big breakout would come once and for all. Not only did she record and release a collaboration titled “Otra Cosa” alongside the legendary Daddy Yankee, but she also released what was arguably the biggest song of 2017. “Criminal” featuring Ozuna became an instant hit upon its release, the music video amassing over 1 billion views in just five months and becoming the most watched music video by a female singer released that year.

2019 saw the release of her much-anticipated debut album, “ilumiNATTI,” on February 15. 15 tracks made up the project with two collaborations in total, “Te Lo Dije'' with Anitta and “Soy Mía” with Kany García. Standout track “La Mejor Version de Mi” would transform into a bachata hit with its remix featuring bachata king Romeo Santos.

Natti’s sophomore album titled “NATTIVIDAD” would be released two years later on September 24, 2021 with 17 tracks featuring several chart-topping collaborators such as Becky G, Maluma, and Prince Royce. The release was followed up by the six-episode docuseries titled “Everybody Loves Natti” which documented her pregnancy and relationship with fiancé Raphy Pina. The series premiered on November 19, 2021 on Amazon Prime Video and was generally well received. <a href=""https://www.last.fm/music/Natti+Natasha"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
29,noriel,56998,564095,
30,almighty,51698,979311,"Almighty is a hiphop supergroup of Babygrande Records. Their debut album Original S.I.N. (Strength in Numbers) was released on July 22nd 2008 with  Babygrande Records. 

Almighty, the Wu-Tang affiliated supergroup consists of Killah Priest, Bronze Nazareth, C-Rayz Walz, Son One, M-Eighty, 5-Star and more, offer their debut collaborative effort: ""Original S.I.N. (Strength in Numbers)."" 

Boasting a supergroup collective rivaling any crew of independent MCs and beatmakers,  Almighty is prepared to change the face of the independent hip-hop landscape. Also featuring artists such as Canibus, Keith Murray, Planet Asia, Holocaust, Hussein Fatal (Tupac's The Outlawz), Almighty's ""Original S.I.N.""   is an attempt to rival such supergroup retail smashes as Army of the Pharaohs, Wu-Tang Meets The Indie Culture.

–

2) Almighty is a Cuban rapper and singer of the Latin urban genre and since 2019 of the Christian genre. <a href=""https://www.last.fm/music/Almighty"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
