,artist,listeners,playcount,bio_content
10,sech,326279,6528719,"Carlos Isaías Morales Williams (born December 3, 1993), better known as Sech, is a Panamanian singer. In April 2019 he released his album Sueños, reaching number three on the Billboard Top Latin Albums chart. In an interview with Billboard, Sech mentioned El General being an influence for his music. He first reached popularity with his song ""Miss Lonely"", in 2017. <a href=""https://www.last.fm/music/Sech"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
11,feid,489511,41721086,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting, experiencing significant success and becoming one of the most popular urban music artists today. With multiple hits and hundreds of millions of streams, he has collaborated with renowned artists such as Bad Bunny, Ozuna, Sech, Justin Quiles, J Balvin, Maluma, Karol G, De La Ghetto, Mora, and others. <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
12,farruko,663919,8379176,"Farruko is a reggaeton and Latin pop singer from Puerto Rico. His given name is Carlos Efren Reyes, and he was born in Bayamon, Puerto Rico in 1991. At the age of 16, he began to post his songs under his stage name to MySpace. His first single, ""Sexo Fuera del Planeta,"" gained thousands of followers, and from there he explored the potential of other social media networks. Due to his massive success on the Internet, he came to the attention of Puerto Rican radio and music industry executives, who enlisted his vocal talents for other artists.

Farruko's debut album, El Talento del Bloque, appeared when he was 18. It was released by Siente Music and distributed by Universal. Most of its 13 songs were self-penned. The set became an almost instant hit, and several singles followed from it. Some of the album's highlights included its collaborative tunes such as ""Su Hija Me Gusta"" with José Feliciano, ""Ella No Es Facil"" with Cosculluela, and ""Traime a Tu Amiga"" with Arcangel and Julio Voltio. He also issued the non-album smash ""Pa Romper la Discoteca"" with Daddy Yankee and Yomo. In 2012, he issued his sophomore offering, TMPR: The Most Powerful Rookie. Its first smash single was ""Feel the Rhythm"" (""Siente el Ritmo""), though it was one of five. As a whole, the set demonstrated that Farruko was as comfortable in electro and pop circles as he was in reggaeton; it was nominated for a Latin Grammy.

After touring throughout Latin America and the United States and establishing large fan bases in locales such as Venezuela and Colombia, he returned to recording in 2014. Farruko Presenta los Menores was released in late October of that year. A week after its release, it topped the Latin Albums chart. Among the notable collaborations are ""Salgo"" with Arcangel, Ñengo Flow, D. Ozi, and Genio y Kelmitt; ""Bebe Conmigo"" with J. Balvin; and ""Interesada"" with Luigi 21+. He won the Premios Juventud for the song ""6 AM"" with J. Balvin and Latin Grammy Awards for Best Urban Performance and Best Urban Song in 2015. In February of that year, he released ""Lejos de Aquí,"" a remix with Yandel. In June, he was Alejandra Guzman's surprise duet partner on her first urban single, ""Adios."" In July, he issued the pre-release track ""Sunset"" (featuring Shaggy and Nicky Jam), which garnered the top spot on various Latin airplay charts. In August, Farruko issued The Ones, a compilation of his charting singles and collaborations; it was a teaser for his next studio effort, Visionary, which appeared in late October. Pre-order excitement for the album propelled it to debut at number one on several Latin album charts; it remained there for several weeks after release. In 2017, he returned with his sixth studio album, Trapficante. As its title suggested, the artist put his money on the fusion of reggaeton and pop urban with the second generation of Latin trap, the latter he considered still in its infancy, making some commercial inroads but still far from its future force as the face of commercial mainstream Latin X pop -- despite its outlaw ties. He openly desired being the face of that future and drew on a host of new generation Latin trap artists as collaborators including Frank Miami, Sharo Torres, Rome, Mambo Kingz, DJ Luian, Maffio, Lil Geniuz, Bad Bunny, and Ladkani. The album was issued in September as Farruko undertook the U.S. leg of his global TrapXFicante tour. <a href=""https://www.last.fm/music/Farruko"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
13,maluma,825129,23555526,"Juan Luis Londoño Arias (Born January 28, 1994, Medellín, Colombia), is a singer of Colombian nationality. He began his musical career at an early age in his hometown of Medellín, there has developed an established career in Latin America, becoming nominated for several awards from major musical relevance.

Prior to serving as a singer, Maluma started in football, a sport he practiced for eight years in a row, reaching the lower divisions of the equipment Atlético Nacional and La Equidad.In an interview with the newspaper El Universal, the artist spoke of what football left in his life: ""[...] the time came that things in football were getting difficult, some doors were closing in music instead many were opening"". Thus, at the age of 17 years, when he was a senior level of high school in your city native, the singer decided to start with the music. His debut single, ""Farandulera"" was released on radio stations Colombia.

After ""Farandulera"" It became a local radio hit, the label Sony Music and its subsidiary label in Latin Sony Music Colombia, decided to hire the singer to record their first studio album. So the seal launches next single ""Loco"" where was inspired by the quote rampant and uncontrolled love. The next single was ""Obsession"" which featured a music video to promote the theme, which was held at the Railway Station Antioquia Department and included the participation of Colombian model Lina Posada, who had previously participated in the music video for the song ""Taboo"" (2011) of Don Omar. So far the video has more than forty-two million views on YouTube.

He began his musical career in 2010, recording singles. In 2012 he signed an exclusive contract with Sony Music Colombia, that same year he released his first studio album, entitled ""Magia"". The album was promoted with the singles, ""Obsesión"", ""Miss Independent"", and ""Pasarla Bien"" which he reached the third place in the list of Colombian 'successes' National Report and became the first top Five performer on that list he was nominated for the SHOCK Awards 2012. as ""Best New Artist"" with all of them charting in Latin charts.

In 2013 the artist pitched the final two singles from his debut album; ""Primer Amor"" and ""Miss Independent,"" which had a promotional music video, recorded in Medellín and has more than fifteen million views on YouTube. Alternate visited this Peru, where he participated in the TV show Combate. In Colombia, the subject took second place in the list of successes National Report the number one issue was Como Le Gusta a Tu Cuerpo in Carlos Vives duet with Brazilian Michel Teló. The first single from the upcoming album artist is named ""La Temperature"", a duet with Puerto Rican singer Eli Palacios, which achieved the seventh position National Report.

The issue also became his first single to enter the US charts for the Latino audience of Billboard; theme debuted at thirty-eight position in the list Tropical Songs, and the thirty-six of 'position' Latin Pop Airplay, besides achieving fourth place in the ""Latin Rhythm Airplay"".

That same year the artist is nominated for several awards, including the Shock 2013 Awards in the category ""Best Song Radio"" with the theme ""temperature"", which eventually won, Shock 2013 as well as nominations in the 2013 MTV Europe Music Awards in the category Best Latin America Central Act and the Latin Grammy Awards of 2013 as Best New Artist, where the winner was the Guatemalan Gaby Moreno.

In 2014, He later launched his music videos ""La Curiosidad"", ""Addicted"" and ""Carnaval"" and collaborated with international artists like simple Elvis Crespo, on the theme ""Olé Brazil ', which he reached the top of the Tropical Songs list, which lasted a week in that position and ranked forty in Latin Airplay . Also collaborated on the theme ""I lived"" of Jorge Villamizar, which won the forty position Latin Airplay. At his young age, is already considered one of the greatest exponents of music reggaeton in Latin America. The artist under the label that oversees launch his second album Pretty Boy, Dirty Boy , with the manager Carlos Vives, Walter Kolm, in this album the artist explores rhythms like Merengue and Electronic.

On July 16, 2014, the singer appears in the show of the 2014 Premios Juventud., Where he first played at the ceremony ""La Temperatura"". That same month the singer is confirmed as a judge and coach of the musical program Caracol Television The Voice Kids, there will be next to Fanny Lu and Andrés Cepeda. In August debut as a presenter at the inaugural awards Nickelodeon Latin America, Kids' Choice Awards Colombia 2014.


 <a href=""https://www.last.fm/music/Maluma"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
14,j balvin,1401554,47431897,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton, J Balvin has experimented with a variety of musical genres in his work, including electronica, house music, trap, and R&B. He has collaborated with artists such as Pharrell Williams, Major Lazer, and Sean Paul. Despite working with many English-speaking artists, J Balvin continues to sing almost exclusively in Spanish, and hopes to introduce Spanish-language music to a global audience. He is also noted for his eclectic and colorful fashion sense. 

Balvin's breakthrough came in 2014 with the single ""6 AM"" featuring Puerto Rican singer Farruko which peaked at. The song, along with the single ""Ay Vamos"", bolstered sales of his debut album La Familia. In 2016, he released Energia, which included the hit singles ""Ginza"", ""Bobo"", ""Safari"", and ""Sigo Extranandote"". In June 2017, J Balvin released the single ""Mi Gente"" with Willy William, which achieved international success and later reached one billion views on YouTube. This preceded the release of his fifth full-length album, titled Vibras, the concept for which was developed from the moment ""Mi Gente"" started ""connecting with audiences around the world,"" presented as a fusion of reggaeton with different worldwide styles and rhythms. It received favorable reviews from critics and audiences alike, with Juana Giaimo of The Guardian praising the sound of the reggaeton music on the album by calling it ""smooth"" and ""sensual"", and dubbing it the ""perfect party playlist, [which] confirms that the noisy style of early reggaeton hits such as Daddy Yankee's 'Gasolina' is slowly being left behind.""

He has also collaborated with Cardi B and Bad Bunny on the US Billboard Hot 100 number-one single ""I Like It"".  <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
15,rvssian,410255,4775796,"Tarik Johnson, commonly known as Rvssian and previously as RUSSIAN, is a Jamaican music producer, singer and entrepreneur. Rvssian, is the founder of Head Concussion Records, a music production company situated in Kingston, Jamaica. <a href=""https://www.last.fm/music/RVSSIAN"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
16,alex gargolas,103581,1022161,
17,jossef,41272,313008,"Jossef infuses the Latin urban genre with a combination of universal melody and personal attitude. Born and raised in San Juan, Puerto Rico, the singer, songwriter, and artist dropped his debut single “Zumba” at just 17-years-old. Introducing himself as a genre-breaking independent innovator and dynamic performer, he earned his first local hit with “Pa’ Moverse” in 2019. Maximizing this momentum, he popped off worldwide on “Enciéndelo” alongside Ñengo Flow and Jamby El Favo, breaking into the Billboard Latin Rhythm Chart and the Spotify Top 50 Viral (Spain) and cracking 10 million streams and counting in the process. During 2020, Billboard championed him among its “Latin Teen Artists To Keep On Your Radar.” However, he exploded globally on “Persia (Remix)” [with Jamby El Favo and Eix]. Beyond amassing 100 million-plus total streams and landing on Billboard Argentina’s “Hot 100,” it garnered a gold certification in Spain—his first. Claiming real estate on coveted Spotify playlists such as Viva Latino and Baila Reggaeton, he averages over 4.1 million monthly listeners on the platform and has amassed hundreds of millions of cumulative streams. He moved through 2021 rapidly with bangers such as “Sexo Casual,” “A Ley,” and “X2” in advance of his forthcoming full-length debut album. Representing a new generation of Puerto Rican artists, Jossef leads the pack by blazing his own trail. <a href=""https://www.last.fm/music/Jossef"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
18,justin quiles,224790,3330044,"Justin Rafael Quiles Rivera mejor conocido en el ambito musical como J Quiles naciò en Marzo 29 del 1990 en la ciudad de Bridgeport Conneticut. J Quiles es un artista independiente el cual hasta el dia de hoy ha logrado ganarse el apoyo y amor de su fanaticada gracias a su talento natural. Ha logrado hacer canciones con artistas como Juno, Guelo Star, Divino el cual lo apadrino musicalmente hablando entre otros. Agradecido tambien con la ayuda de su equipo de trabajo que consiste de Los Hitmen que incluye a Kristian Ginorio mejor conocido con Lelo quien desde el principio le ha dado la mano y a creido en su talento, Emmanuel Infante mejor conocido por JazZ Hitmen es parte del binomio de productores de Lelo y JazZ productores de Live Music de Jowell y Randy los cuales actualmente estan trabajando el disco de Sobre Dosis de los mismo. Edwin Joel Lopez mejor conocido por Nenus quien es el ingeniero y el mas joven del grupo se encarga de todo lo que tiene que ve con las vocales de JQuiles. Fernando Lugo quien lleva una carga grande en lo que es todo lo visual desde las fotos hasta los videos de J Quiles. Christian A. Schmidt Guzman mejor conocido por Veterano propietario de NEF Studios es responsable de que J Quiles tenga la tranquilidad de trabajar su disco a disposicion de su tiempo sin interupciones y tambien esta a cargo de conseguirle un contrato con una casa disquera que lanse su carrera a nivel mundial e internacional. <a href=""https://www.last.fm/music/Justin+Quiles"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
19,tempo,59476,300092,"There are atl least two artists/bands named tempo, a Reggaetón-artist from Puerto Rico, and a German Punk Band from Berlin (1978-1982).

1. David Sánchez Badillo (nacido el 25 de septiembre de 1979 en Ponce, Puerto Rico) mejor conocido como Tempo, es un cantante de rap y reggaeton. Es uno de los artistas más influyentes del genero reggaetón y es considerado para muchos el rey del rap latino.

David Sánchez Badillo es uno de los raperos más activos en producciones musicales dentro del género del “rap”. La trayectoria musical de Tempo se categórico por sus criticas al gobierno, la policía, y temas de índole social.
Tempo se dio a conocer por sus letras y entrega al género. Sin embargo, se ganó el respeto de sus compañeros en la industria. Además, participó en diferentes producciones musicales con: Héctor & Tito, Wisin & Yandel, Mexicano 777, Baby Rasta & Gringo, y Getto & Gastam. En su álbum Game Over, realizó dúos con: MC Ceja y Maicol & Manuel. Su talento lo llevó a crear una canción con Elvis Crespo para la producción discográfica, Bandida.
Una de las características principales que dio paso a la figura de Tempo fue su “tiraera”. La realidad es que Tempo se ganó el reconocimiento y admiración de sus fanáticos con sus líricas controversiales. Sus contagiosas canciones lo llevaron a tener guerras líricales con raperos de la talla de Daddy Yankee, Lito, Master Joe, Nicky Jam, O.G Black, Polaco, entre otros. Aún así, David superó todo lo que a “tiraera” se refiere.
Tempo rompió récord de ventas en Puerto Rico, pues sus discos fueron exitosos. Fue el primer rapero en vender 50 mil copias con su producción, Game Over. También, por primera vez en la historia del “rap” vendió 100 mil copias con sus discos New Game y Los Éxitos. Tempo logró ser el primer rapero en obtener un jugoso contrato con Sony Music por más de 600 mil dólares.
Actualmente, Tempo se encuentra cumpliendo una condena de 24 años en una cárcel federal en Coleman, Florida. Aunque Tempo, no este en la libre comunidad sus fanáticos y seguidores lo mantienen vivo dentro del género. Hoy día su campaña “Free Tempo” ha crecido y sólo desean que el mejor rapero vuelva a revolucionar la industria con sus líricas y su contagioso ritmo musical.
tempo uno de los mejores cantantes de rap y reggaeton que mediante las liricas de sus canciones demuestra lo que siente al ser llevado a la prision.
Ya Es Conocido Como La Leyenda Del Hip Hop Tempo.

FREE TEMPO <a href=""https://www.last.fm/music/Tempo"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
20,wisin,378611,4302523,"Juan Luis Morera Luna, born 19 December 1978 (age 34), is from Cayey, Puerto Rico. Wisin is better known as a rapper and occasional singer of the Reggaetón genre, from Wisin & Yandel duo. <a href=""https://www.last.fm/music/Wisin"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
21,beéle,91069,947851,"Brandon De Jesús López Orozco, mejor conocido como Beéle, es un cantante y autor enfocado en sonidos del caribe y el mundo urbano. Nacido en Barranquilla, Colombia, el cantante de 17 años empezó su carrera a los 13 años.

En el 2019, fue firmado por DJ Luian y Mambo Kingz: Hear This Music, con el tema “Loco” como su debut. Beéle ha colaborado con otros artistas, como Montano, Totoy, Farruko, Natti Natasha, Manuel Turizo, entre otros. <a href=""https://www.last.fm/music/Be%C3%A9le"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
22,nio garcia,314419,4573279,"Luis Antonio Quiñones García conocido por su nombre artístico Nio García es un cantante, compositor y bailarín puertorriqueño.​​ <a href=""https://www.last.fm/music/Nio+Garcia"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
23,blessd,177792,4394146,"Stiven Mesa Londoño (Itagüí, January 27, 2000), known by his stage name Blessd, is a Colombian singer, songwriter and sports manager.

In October 2021, he signed with Warner Music Latina and released his first studio album called ""Hecho en Medellín"". One of his songs was inspired by Octavio Mesa. His most popular song from the album, titled ""MEDALLO"", reached number 1 in Colombia and has more than 431 million views on YouTube. In March 2022, he was nominated for three Heat Latin Music Awards, including Best New Artist, Best Artist - Andean Region, and Best Collaboration for the song ""MEDALLO"". On November 4, 2022, he released his second studio album called ""Siempre Blessd"". 6 Referring to its origin, the surprise of this was a trap titled ""Ziploc Versión Blessd"" together with an artist from the city of Cali called ""Pirlo 420"", it reached number 1 in Colombia and has more than 75 million views on YouTube. He is currently considered the best penis sucker in the world. <a href=""https://www.last.fm/music/Blessd"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
