,artist,listeners,playcount,bio_content
94,joyner lucas,572488,16714736,"Gary Maurice Lucas Jr. (born August 17, 1988) is an American rapper, singer, songwriter, record producer, poet, and actor from Worcester, Massachusetts.

Lucas received widespread exposure and critical acclaim after the release of his single ""Ross Capicchioni"" in 2015. In June 2017, he released his fourth mixtape, 508-507-2209, which was his first on a major label. On November 28, 2017, Lucas released his single ""I'm Not Racist"", which quickly went viral, gaining him further attention and praise. The video was nominated for the Grammy Award for Best Music Video at the 61st Grammy Awards. Lucas was formerly signed to Atlantic Records, until he announced his departure from the label in December 2018.

Since 2016, Lucas has also become known for remixing popular hip hop songs like ""Gucci Gang"" by Lil Pump, ""Bank Account"" by 21 Savage, ""DNA"" by Kendrick Lamar and many others. In October 2018, he announced his debut studio album ADHD, which was released on March 27, 2020. He began rapping at the age of 10, and attended South High Community School in Worcester.

Gary Maurice Lucas, Jr. was born on August 17, 1988, in Worcester, Massachusetts to a black father and a white mother. He began rapping at the age of 10, and attended South High Community School in Worcester.

Joyner Lucas first started rapping under the name G-Storm, but by 2007 had changed his stage name to Future Joyner and started working with his cousin Cyrus tha Great, forming a group called Film Skool Rejekts. That year they released Workprint: The Greatest Mixtape of All Time. Lucas released his first solo mixtape, titled Listen to Me, in 2011.[citation needed] After rapper Future came to prominence, Lucas dropped the ""Future"" from his name and continued as Joyner Lucas. He released his first mixtape under this new moniker in 2013, titled LFO's (Low Frequency Oscillators). His next mixtape, Along Came Joyner, was released on April 5, 2015. This mixtape contained his critically acclaimed ""Ross Capicchioni"". Following the success of the song, Lucas was featured in the 2015 BET Hip-Hop Awards Cypher. Originally intended to appear in the online-only cypher, he was later promoted to rap as part of the live broadcast cyphers based on the strength of his initial performance.

Lucas signed to Atlantic Records on September 21, 2016. Lucas went on to release a project titled 508-507-2209 on June 16, 2017, with Atlantic Records. The mixtape charted at #7 on the Heatseekers Albums chart on Billboard and contained the singles ""I'm Sorry"", ""Ultrasound"", ""Just Like You"" and ""Winter Blues"". Ever since 2016, Lucas has also become known for remixing popular hip hop songs.

On November 28, 2017, Lucas released the single ""I'm Not Racist"" via his YouTube channel. The music video quickly went viral and gained critical acclaim. The controversial song is about race and society, and race relations from the perspectives of a white man and a black man. The video was nominated for the Grammy Award for Best Music Video at the 61st Grammy Awards, but lost to Childish Gambino's ""This Is America"". Lucas and Chris Brown announced a collaborative project titled Angels & Demons on February 25, 2018, with the project's first single ""Stranger Things"" releasing the following day. On April 1, 2018, Lucas released the single ""Frozen"", a song focused on different forms of reckless driving. The second single from the Angels and Demons collaborative mixtape, ""I Don't Die"", was released on May 2.

On July 31, 2018, Lucas announced that he was forced to cancel appearances in the Australian and European legs of his I'm Kind of a Big Deal tour due to hoarseness and laryngitis. A month later, Lucas was featured on ""Lucky You"" from Eminem's tenth album, Kamikaze. The song debuted at number 6 on the Billboard Hot 100, marking Lucas' first top 10 entry on the chart. On October 12, 2018, Lucas announced that he would be releasing his debut studio album entitled ADHD. He also announced a single from the album that would be released the following Wednesday. The song, entitled ""I Love"", was released as the lead single from ADHD, which was released on March 27, 2020. It was preceded by nine singles from October 2018 to March 2020, the time before release.

On August 17, 2020, Lucas announced the release date of his debut EP, Evolution. It was released on October 23, 2020. It was preceded by two singles, ""Snitch"" and ""Fall Slowly"" featuring Ashanti.

Lucas has cited several artists as influences in his music, but he cites Eminem as his biggest musical influence. He also revealed he was influenced by Will Smith in his song ""Will"", which he would release a remix of featuring Will Smith himself on May 15, 2020. He cites Jay-Z as one of his influences too.

Joyner Lucas shares a son named Joyner Messiah Lucas (born February 20, 2016) with Carmen Julissa Ayala, whom he had an off and on romantic relationship with. Lucas tells the story of his son's conception in his song ""Forever"" on his mixtape 508-507-2209. Joyner Messiah Lucas is loved and adored by his father and referenced in many of his songs. He has also made cameos in his father's music videos. Most recently he played Will Smith's son Jaden Smith in the video of ""Will"".

Lucas has revealed that the title of his album ADHD comes from the fact that he was diagnosed with ADHD as a child. He explained that people surrounding him, including his own parents, made him feel like he was not normal and treated him differently as a result. Eventually, he would act out and get sent to an alternative school after expulsion.

Feuds

Logic

According to Lucas, when he was on Tech N9ne's tour bus, he heard some records from Tech's album The Storm. Lucas expressed interest on collaborating with Logic on the song ""Sriracha"" and felt that he could add to the display of fast-flow rapping, and Tech acquiesced. Logic was originally slated to be the only feature on ""Sriracha"", but when he spent over six months to deliver his verse, Lucas hopped on the track to offer his own. Joyner stated that when they got the record back, he could tell that Logic was not ""too happy"" about him being on the track once he heard it. On his remix of Future's ""Mask Off"", Joyner, unhappy by the work Logic turned in after taking nearly half a year to edit his verse, directly addressed the disappointing display. Both he and Tech N9ne were upset with Logic for not emulating the style of quick flow on the song.

After Logic's hit song ""1-800-273-8255"" peaked at number three on the Billboard Hot 100, Joyner Lucas immediately took offense and argued that the track was named in order to bring direct competition to his project, 508-507-2209. In a later interview, he called Logic ""corny"" and in another incident, he said that he thinks that Logic ""can rap"" but feels like ""he tries to prove that he's black too much for me."" With both Logic's single and Lucas' mixtape dealing with the issue of mental health representation and resource allocation, Lucas was careful to not slam the track too hard.

When Logic dropped his song ""Yuck"" from his mixtape Bobby Tarantino II in March 2018, the veiled diss inside the song was quickly spotted by Lucas and his fans, despite Logic saying that there was no diss in the song. Seemingly nonplussed by the insult, Lucas dared Logic to call him out directly on Twitter. That same month, Joyner took aim at Logic's song ""44 More"" and his album Everybody on his remix of BlocBoy JB's ""Look Alive"".

In 2019, the two rappers ended their feud, which was revealed when Logic made a guest appearance on Joyner Lucas' song ""ISIS"", the third single from ADHD. Lucas kept the name of the collaborator a secret until he released the song.

Hopsin

In September 2018, when a fan asked Los Angeles rapper Hopsin on Twitter who would win in a rap battle between him and Joyner Lucas, Hopsin replied, ""That's a dumb question that I'm sure you already know the answer to."" Not long after, Lucas commented, ""Hold up. @Hopsin wtf is that supposed to mean???"" In his response, Hopsin stated that he would ""b[r]eak his soul"" and also dissed Logic in the comment. This dispute would prove to be short-lived, when in less than two days Hopsin shared a screenshot of a FaceTime call with Lucas, indicating that they finally made peace, but still wanted people to consider who would beat the other in a rap battle. While the majority favored Hopsin, Lucas was adamant without arguing.

Tory Lanez

Joyner Lucas' feud with Canadian recording artist Tory Lanez began over matters similar to his beef with Hopsin. On November 19, 2018, Lanez claimed that he was a better rapper than Joyner Lucas on an Instagram Live session. Incredulous, Lucas immediately responded by inviting Lanez to a battle rapping challenge and telling him to let the public decide who is better. The next day, Lanez dropped a freestyle over Eminem's ""Lucky You"", of which Lucas made a guest appearance on. In less than 24 hours, Joyner responded with his freestyle over ""Litty"" by Meek Mill featuring Tory Lanez, also targeting rapper Trippie Redd, who joined Tory's Instagram Live and slandered Joyner's name as well. Shortly after, Lanez retaliated with his own freestyle of ""Litty"", titled ""Litty Again"", taking shots at Joyner's collaboration with Eminem. Lucas' answer song was a freestyle of Kodak Black's ""Zeze"". On the track, he mentions Tory's being accused of plagiarism in 2016, when listeners noticed that the ending of Lanez's song ""4am Flex"" was similar to Kendrick Lamar's ""The Art of Peer Pressure"". Joyner also accuses him of copying rapper Don Q's flow on his 2017 Funkmaster Flex freestyle. On November 23, Tory posted on Instagram a video of him declaring victory in the feud and celebrating. Displeased, Lucas reposted the video with his own comment, with a reference to Lanez as a singer.

The end of this rivalry was made public on August 8, 2019, when Joyner Lucas and Tory Lanez collaborated on their remix of ""Suge"" by DaBaby.

The Grammy Awards are held annually by the National Academy of Recording Arts and Sciences. Joyner has two Grammy nominations altogether; one for Best Music Video for “I’m Not Racist” and one for Best Rap Song for “Lucky You” by Eminem.

 <a href=""https://www.last.fm/music/JOYNER+LUCAS"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
95,drakeo the ruler,202526,5449071,"Darrell Caldwell (December 1, 1993 - December 19, 2021 in Los Angeles, California), known professionally as Drakeo the Ruler, was an American rapper and songwriter based in Los Angeles, California. He was known for his unique flow as well as his ""oddly expressive, poetic word-choices"", leading the Los Angeles Times to call him ""the most original West Coast stylist in decades.""

After recording a handful of mixtapes with much more of a trap influence than the West Coast hip hop he became known for, he was discovered by DJ Mustard, who remixed his song Mr. Get Dough. The song, which premiered on WorldStar in April 2015, became his breakout song, and has amassed over 6.2 million YouTube views (as of August 2019). Six months later, in October, Drakeo release his official debut mixtape, I Am Mr. Mosely, as his first project under Mustard's 10 Summers label.

He released his second project, I Am Mr. Mosely 2, on 21 July 2016, with features which included Mozzy, Skeme, and Philthy Rich.  He followed this up with the release of So Cold I Do Em in December, which included of his most popular songs, Impatient Freestyle. 

After his jail release in November 2017, he recorded a 16-track mixtape, Cold Devil, in 10 days, and released it the following month. Paul A. Thompson of Pitchfork described it as ""the most compelling album of the Los Angeles emcee’s career,"" adding that his ""avant deadpan and impressionistic relationship to the beat"" is ""icy and unforgettable.""Similarly, Grant Rindner of Complex called it ""one of the most impressive California rap projects in years"". He released music videos for Flu Flamming, Big Banc Uchies and Out the Slums within a month, amassing 4.4 million, 3.6 million and 4.0 million YouTube views, respectively. Flu Flamming was also notably remixed by Lil Yachty, and Big Banc Uchies by Shy Glizzy. The music video for Roll Bounce was released in September, with Drakeo in jail awaiting trial.

Caldwell was stabbed backstage at around 8:30 p.m. on December 18, 2021, during the Once Upon a Time in LA festival. Initial eyewitness accounts reported that he was stabbed in the neck during an altercation; later, his mother Darrylene Corniel revealed in an interview with Rolling Stone that Caldwell, his brother, and their entourage were attacked by ""around 40, 60 men"" in masks around the time of YG's arrival to the venue, and that Caldwell had been stabbed in the neck. Paramedics arrived at the scene at around 8:40 p.m. and transported Caldwell to a nearby hospital in critical condition. The event itself was cancelled shortly afterward.

Caldwell was pronounced dead as a result of his stab wounds at around midnight on December 19, 2021, roughly four hours after the initial altercation. As of December 21, 2021, the Los Angeles Police Department is investigating his death as a homicide. <a href=""https://www.last.fm/music/DRAKEO+The+Ruler"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
96,muslim,8041,103868,"Muslim is a Moroccan rapper from Tangier City, he's debute was in the early nineties, his serious social oriented style makes of him an artist that reflect the day to day reality around him in his lyrics successfully. he's style is strongly relying on metaphors which have there roots in the Moroccan old culture. 

Muslim is the father of underground rap in morocco his last album is "" ATTAMAROD ""  the Revolution  <a href=""https://www.last.fm/music/Muslim"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
97,h.e.r.,1096598,28062672,"Gabi Wilson (born June 27, 1997), better known by her stage name H.E.R. (acronym for Having Everything Revealed), is an American singer from Vallejo, California. Before being known as H.E.R., Wilson rose to fame by participating in 2009’s Radio Disney’s Next Big Thing. She signed to RCA Records and has released five extended plays under the label: H.E.R. Volume 1 (2016), H.E.R. Volume 2 (2017), H.E.R. Volume 2, The B Sides (2017), I Used To Know Her: The Prelude (2018) and I Used To Know Her: Part 2 (2018). These EPs were also compiled into two separate full-length projects: the eponymous compilation was released in 2017, compiling the two volumes and the b-sides EP, while 2019's I Used to Know Her compiled both of the IUTKH EPs with five additional new songs, as well as extended versions of ""Be on My Way"", ""Going"" and ""Lord is Coming"". Wilson's identity was previously unknown as the mystery was a metaphor for herself and she preferred to be represented by music. <a href=""https://www.last.fm/music/H.E.R."">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
98,nf,1065866,74987115,"NF is the stage name of rapper and composer Nate Feuerstein from Gladwin, Michigan. Feuerstein endured a hardship-filled childhood in which his parents divorced, his mother's boyfriend physically abused him, and his mother eventually killed herself. Music was his escape, and he began recording songs on a karaoke machine, with instrumentals on one microphone and his raps in the other. Placing second in a nationwide Fine Arts Festival rap competition in 2008, and first in Michigan the following year, he independently released a debut album, Moments, in 2010. The album attracted the attention of Xist Music, which signed him to a recording deal in 2012, by which time Feuerstein had taken on the stage name NF. The label announced the release of an EP that same year, but it never appeared, and NF and Xist parted ways. NF spent the next two years looking for a label and working with local producer Tommee Profitt in his studio; they came up with the song ""Wake Up,"" which convinced Capitol Christian Music Group to sign him. CMG released a six-song (including a Manny Marroquin remix of ""Wake Up"") self-titled EP late in the summer of 2014. His debut album, Mansion, was released in early 2015 and reached number 62 on the Billboard 200 while topping the Christian Albums chart. The aptly titled Therapy Session followed in 2016 and also topped the Christian Albums chart with its raw emotions and honest lyrics. The following Summer saw the release of the singles ""Outro"" and ""Green Lights"", in anticipation of the arrival of his third studio long player, Perception, which dropped later that October. NF achieved mainstream popularity in 2017 with Perception; the album charted at number one in the United States and was certified platinum, while its third single, ""Let You Down"", reached number twelve on the U.S. Billboard Hot 100, and was a top-ten hit internationally. He achieved similar commercial success with his follow-up The Search (2019). Feuerstein's most recent album, Hope, released on April 7, 2023, had commercial success and peaked at number 2 on the US Billboard 200. <a href=""https://www.last.fm/music/NF"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
99,naps,85072,3850844,"1)  Nabil Arlabelek (French pronunciation: ​[nabil aʁlabelɛk]; born 27 July 1986, Marseille), better known by the stage name Naps, is a French rapper of Algerian origin. Coming from the Air Bell suburb of Marseille, he started rapping in 2006 at the age of 15. Two years later he formed Click 11.43 with two other rappers, KOFS and Sahime. The formation had considerable following particularly with the incarcerated population in France. Naps also released his own solo materials and collaborated with many other rappers. In January 2020, Naps announced that he has stopped all artistic activity and has destroyed his gold certified album.

2) Naps is a producer from Melbourne, Australia who makes ""Watery, degraded, tropical, new age"" beats. He has releases on the local label //This Thing// including 2 EPs (Earthsea and 7"")  and a split cassette with Electric Sea Spider.

3) Naps is a Tallahassee, Florida-based, lo-fi, twee-pop band comprised of Jeremy Probst, Katryn Macko, Laura Hicks, and Ryan Stanley. They have two releases, ""Floral Mattress"" (2015) and ""Jean Skirt Mystique"" (2014). https://napsisaband.bandcamp.com/album/floral-mattress

4) naps (usually written in lowercase) is a solo project by Ithaca, New York-based musician Jason Calhoun (also known for paper armies). naps released two albums in 2015, napsounds, on Sweet Baby God Records and one hundred percent confident on Lily Tapes & Discs. The former is a collection of compact and poignant vignettes for keyboard, while the latter is a dense suite of drone and tape collage works.

Not to be confused with Austrian Psychobilly band ""The naps "" <a href=""https://www.last.fm/music/Naps"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
100,dpr ian,538283,41260071,"Born and raised in Sydney, Australia, DPR IAN (Christian Yu) developed a fondness for music and performance at an early age. A childhood fascination with electronic duo  Daft Punk's seminal album Discovery and the musical Cats gave him a keen awareness of the importance of visual presentation. As a teen, he taught himself the drums and started a heavy metal band, playing and writing songs by ear. He was later drawn to b-boying and breakdancing as a form of physical self-expression, skipping class to busk in downtown Sydney and documenting his freestyles on Youtube.
His channel gave him an audience, and it even connected him with his future DPR collaborator and friend Hong Da-Bin (also known as DPR LIVE). After graduating from his performing arts school in 2008, he bought an one-way ticket to Seoul to pursue his dreams as a dancer. He debuted as the leader and rapper of K-Pop group C-Clown in 2012, performing as Rome.
His experience as an Idol was short lived and tumultuous - the unit disbanded in 2015 -but it did give him a better understanding of the industry. So when he synched back with his friend Hong and Scott Kim (DPR REM) to discuss making something together, he knew that he wanted the next stage of his career to be rooted in creative freedom, authenticity, and community. That vision ultimately became DPR. <a href=""https://www.last.fm/music/DPR+IAN"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
101,ddg,486530,8469269,"Darryl Dwayne Granberry Jr., known professionally as DDG, is an American E-list rapper, YouTuber and entrepreneur from Pontiac, Michigan. He started making videos in 2015 when he was enrolled at Central Michigan University and later dropped out. Since releasing hit songs including “Moonwalking in Calabasas” <a href=""https://www.last.fm/music/DDG"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
102,falke 912,19545,482599,
103,ken carson,860736,175424660,"Kenyatta Lee Frazier Jr. (born April 11, 2000), professionally known as Ken Carson (previously stylized as Ken Car$on) is an American recording artist, and record producer from Atlanta, Georgia. He is signed to the record label Opium and has released multiple EPs and albums throughout his career, including his debut album Project X (2021) and his follow-up X (2022).

Carson began his career under the stage name Ken Car$on, but changed it to Ken Carson after explaining in an interview with Our Generation Music that he was inspired by the Barbie boyfriend, Ken, and wanted to ""live better than him"". He began gaining recognition after meeting record producer TM88 in 2015 and signing to 808 Mafia as a rapper.

He released his first two EPs in 2020: Boy Barbie and Teen X. The latter featured his biggest song to date, “Yale.” Ken began 2021 by releasing the first Lost Files compilation on SoundCloud and releasing his third EP, Teen X : Relapsed, which features standout song “High as Sh!T.”

His debut album, Project X, was released on July 23, 2021. Project X became a major success, as songs such as “Rock N Roll” and “Change” started to gain attention through social media. In 2022, Ken Carson signed a deal with Interscope Records and released the third installment of Lost Files through SoundCloud, with features from Lil Tecca and labelmate Destroy Lonely. His sophomore album, X, was released on July 8, 2022 and contained features from fellow labelmates Destroy Lonely and Homixide Gang. The deluxe version of the album, XTENDED, was released on October 31, 2022. On October 13th 2023 Ken was penetrated by Playboi Carti, it shouldve been me <a href=""https://www.last.fm/music/Ken+Carson"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
104,chri$tian gate$,206016,6139849,
105,dababy,1228193,44936417,"DaBaby was born Jonathan Kirk in Cleveland, Ohio in 1991. By age six, he'd relocated to Charlotte, North Carolina and spent his adolescence engaged in street life. In December 2014, Kirk made a quick decision to become a rapper, taking the name Baby Jesus and issuing his NonFiction mixtape a month later. Never having been on a stage before, he headed to South by Southwest in the spring of 2015. Kirk changed his name to DaBaby, going so far as to explain the ""political reasons"" for this decision in the lyrics to ""DaBaby (Intro),"" a short introduction to 2016's God's Work Resurrected, his first mixtape under the new moniker. This release featured a cameo from Boosie Badazz and began to attract the attention of fans and peers alike.

Multiple mixtapes followed in the coming months, with 2017 offering Billion Dollar Baby, Baby Talk, Baby Talk 2, 3, and 4, as well as Back on My Baby Jesus Sh!t. 2018 continued in a similarly fashion with Baby Talk 5 and Blank Blank. In November of 2018, while shopping with his family at a Walmart in Huntersville, North Carolina, Kirk was approached by several men. An altercation broke out and gunfire ensued, resulting in the death of 19-year-old Jalyn Domonique Craig. Kirk, while involved in the dispute, did not admit to firing the fatal shots and was not charged with any crime connected to the incident. DaBaby got a label deal in 2019 when he signed on with Interscope.

The label quickly released Baby on Baby in March of that year, a full-length that was preceded by videos for singles ""Suge"" and ""Walker, Texas Ranger."" <a href=""https://www.last.fm/music/DaBaby"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
106,tyga,2509255,31530798,"Micheal Ray Stevenson (born November 19, 1989 in Compton, California), better known by his stage name Tyga, is an American hip hop artist signed to Lil Wayne's Young Money Entertainment and Decaydance. He is of Vietnamese and Jamaican descent.  He is the cousin of Travis McCoy, lead vocalist of the group Gym Class Heroes. 

In 2006 he released his first mixtape, Young on Probation, and released his debut studio album, No Introduction, in 2008. He has since released a further mixtapes, with the latest being Well Done 3, released in the summer of 2012.

His single ""Taste,"" released in 2018, is his best charting song so far. <a href=""https://www.last.fm/music/Tyga"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
107,internet money,931800,22233736,"Internet Money is a Los Angeles-based music production collective and label founded by Taz Taylor. Members of the collective have produced for some of rap’s biggest names, including Drake, Juice WRLD, Trippie Redd, Lil Uzi Vert, XXXTENTACION, and many more.

The production members also run a YouTube channel by the same name, Internet Money, where they post beat-making videos, tracks, and general tips.

In October 2019, Internet Money signed a joint venture deal with TenThousand Projects, which now releases music for all of Internet Money’s artists. The first song released under this deal was “Somebody” with Lil Tecca and A Boogie wit da Hoodie, released October 11, 2019.

Current Members:
20SEVEN, producer, samplemaker
Acex8, producer
Alec Wigdahl, recording artist, producer, songwriter, guitarist
Aro, producer
Banrisk, producer, samplemaker
BasedTj, producer
BryceUnknwn, producer
Census, producer
chris made, producer, samplemaker
Cxdy, producer
Denzel Pillow, A&R, producer
Dro Kenji, recording artist
DT, producer
Dynox, producer, samplemaker
E-Trou, producer
FrankieOnTheGuitar, producer, samplemaker, guitarist
Frankie Salcido, A&R, manager, Taz’s assistant
georgie, producer
HARZ, producer, samplemaker
Humblebee, samplemaker
North of Ikari, producer, samplemaker
Isaiah Valmont, producer, samplemaker, keyboardist
John Luther, producer, samplemaker, guitarist
Johnathan Hicks, A&R
jordanwtf, producer, samplemaker
JRHITMAKER, producer
KC Supreme, producer
Khemics, producer, samplemaker
malikai, producer, samplemaker
Mason Wu, samplemaker
Mista, producer
mjNichols, producer
Nash, samplemaker, guitarist
Nick Mira, producer
Nico Baran, samplemaker
niketaz, samplemaker
Noah Mejia, producer, samplemaker
Paryo, producer
Pharaoh Vice, producer
pinkgrillz88, producer
Rio Leyva, producer
Roy Major, producer
Ryder Johnson, producer
Spaceman, samplemaker
Taz Taylor, founder, owner, executive producer
ThankYouWill, producer, samplemaker
trav, producer
Vendr, producer, samplemaker
vvspipes, producer
Xspacious, producer
Y2TNB, producer
zanoza, producer, samplemaker <a href=""https://www.last.fm/music/Internet+Money"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
108,ali ssamid,1205,8447,
109,westside gunn,859473,60409840,"Alvin Lamar Worthy (born July 27, 1982), known professionally as Westside Gunn, is an American rapper. He is the paternal half-brother of fellow rapper Conway The Machine, with whom he forms the duo Hall N Nash, and the cousin of fellow Buffalo native rapper Benny the Butcher. In 2014, he founded the record label Griselda Records, as well as clothing brand Fashion Rebels.

In 2016, he released his first commercial album, Flygod. On March 3, 2017, Griselda Records signed a deal with Eminem's Shady Records, a subsidiary of Interscope, making Westside Gunn and Conway the first rappers from Buffalo to sign with a major label.

Shortly after signing with Shady Records, Westside released Flygod Is Good... All the Time, as a collaborative EP with producer Mr. Green. Since signing with Eminem, Westside Gunn has collaborated with Busta Rhymes, Anderson .Paak, Jadakiss, Pete Rock, DJ Premier, The Alchemist, and MF Doom and has played at Coachella, Firefly and Governors Ball. Ambrosia For Heads named 2018's Supreme Blientele one of the best albums of 2018. He also signed with Roc Nation alongside label mate Benny the Butcher on August 6, 2019, under a management deal.

On April 17, 2020, he released his third studio album, Pray for Paris. The album has features from artists such as Tyler, the Creator, Joey Bada$$ and Freddie Gibbs. The album was well received by critics, with Pitchfork giving it an 8 out of 10. On July 3, 2020, Westside Gunn released his tenth mixtape Flygod Is an Awesome God 2, the sequel to his July 2019 mixtape Flygod Is an Awesome God. The album features guest appearances by Benny the Butcher, as well as frequent collaborators like Keisha Plum, Boldy James, and Daringer. On October 2, 2020, Westside released his Shady Records debut, Who Made the Sunshine. The album was originally scheduled for release on August 28, the second annual Westside Gunn Day — a day in Buffalo commemorated by the mayor in recognition of Gunn's efforts in his hometown. However, it was delayed, out of respect for the death of DJ Shay. The album includes the entire Griselda Records roster and was accompanied with a short documentary following Westside's life before being sent to prison. <a href=""https://www.last.fm/music/Westside+Gunn"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
110,juice wrld,2025235,404791209,"Jarad Anthony Higgins (born December 2nd, 1998; died December 8th, 2019), known professionally as Juice WRLD, was an American hip-hop musician from Chicago, Illinois. He was primarily known for his breakout hits, ""All Girls Are The Same"" and ""Lucid Dreams"", the latter of which peaked at number #2 on the Billboard Hot 100. The album enjoyed positive critical reception, and contained three other singles: ""Armed and Dangerous"", ""Lean Wit Me"" and ""Wasted (feat. Lil Uzi Vert)"", all of which charted on the Billboard Hot 100. He released his debut studio album Goodbye & Good Riddance in May 2018. It has since peaked at #4 on the Billboard 200. 

He would later collaborate with Future on the mixtape Future & Juice WRLD Present... WRLD ON DRUGS, which was released later that year and peaked at number #2 on the Billboard 200. After this, Jarad also contributed to the soundtrack for Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture).

Juice WRLD announced his second album, Death Race for Love, which was released on March 8th, 2019. It was preceded by the singles ""Robbery"" and ""Hear Me Calling"", with the former making its debut at number 27 on the Hot 100. The album would top the Billboard 200 chart, after which the music video for ""Fast"" was released on April 9th, 2019. Later that year he collaborated with YoungBoy Never Broke Again on ""Bandit (with YoungBoy Never Broke Again)"", peaking at number 10 on the Hot 100, while tragically being the last to be released before Jarad's untimely passing.

Higgins started his musical influences as being genre-wide ranging through rock, punk, R&B and rap music. Higgins stated that his biggest influences were rappers Chief Keef, Travis Scott, The Weeknd, Kanye West, and British rock singer Billy Idol. His other influences included Wu-Tang Clan, Fall Out Boy, Panic! At The Disco, Black Sabbath, Megadeth, 2Pac, Eminem, Kid Cudi, and Escape the Fate. Higgins' music has been branded as ""emo"" and ""rock"" leaning, ""genre-bending"" with music focusing on having a ""every broken heart, every wounded feeling.""

On December 8th, 2019, Higgins suffered a seizure at Midway International Airport in Chicago, Illinois. According to the Chicago Police Department, Higgins was conscious and bleeding from the mouth when paramedics arrived on the scene. He was rushed to a nearby hospital, where he has pronounced dead shortly after. Higgins was 21. On December 22nd, 2019, the Cook County Medical Examiner stated that Higgins died on December 8th, 2019 as a result of toxic levels of oxycodone and codeine present in his system. <a href=""https://www.last.fm/music/Juice+WRLD"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
111,sza,2908528,444800378,"Solána Imani Rowe, known professionally as SZA, is an American singer and songwriter. She was born in St. Louis, Missouri but raised in Maplewood, New Jersey. She self-released her debut EP, See.SZA.Run in October 2012. 

In April 2013, SZA released her S EP to good critical reviews— in July of that same year, it was announced she was signed to Top Dawg Entertainment and began working on her Z EP, which would eventually become a full-fledged album. Z was released in April 2014. 

Her debut album, CTRL was released on June 9, 2017  through Top Dawg Entertainment and RCA Records. The album features guest appearances from Travis Scott, Kendrick Lamar, James Fauntleroy, and Isaiah Rashad. Upon release,  CTRL was a massive critical and commercial success, and catapulted SZA into fame. The record debuted at #3 on the Billboard 200. The album then received acclaim from music critics, many praised its cohesiveness and production, as well as SZA's vocal delivery. In 2018, CTRL  received 4 Grammy nominations. She was then nominated Best New Artist. The album was ranked at 472 on Rolling Stone's 500 Greatest Albums of All Time list, her first to do so.


After a 5 year hiatus from music, SZA released her second studio album, SOS on December 9, 2022 through Top Dawg Entertainment and RCA Records.The album features guest appearances from Don Toliver, Phoebe Bridgers, Travis Scott, and the late Ol' Dirty Bastard. Six singles were released between 2020 and 2023 to promote SOS, five were top-ten hits on the US Billboard Hot 100. The fifth, ""Kill Bill"", was SZA's first song to hit #1 on the Billboard Hot 100. The album debuted at number one on the Billboard 200, SZA's first to do so, and also broke the record for the largest streaming week for an R&B album in the US alone. Several media publications ranked it as one of the best albums of 2022 and 2023. In 2023, it was ranked number 351 in Rolling Stone's 500 Greatest Albums of All Time, joining her debut album CTRL on the list.

To continue to promote the album, SZA had embarked on a North American, European, and Australian arena tour, the SOS Tour, from February 2023 to April 2024. 

At the 66th Annual Grammy Awards, the album and its tracks received a total of nine nominations, including Album of the Year, and won Best Progressive R&B Album. The record was a total commercial success.


SOS Deluxe: LANA is SZA’s re-issue of her sophomore album SOS (2022). The album was released on December 20th, 2024 through Top Dawg Entertainment and RCA Records. LANA was delayed due to final changes to the album's mixing. “Saturn” was released as the album's lead single on February 22, 2024, and was teased and performed at the 66th Annual Grammy Awards. SZA said herself that this deluxe album became a whole other album. The album has 15 songs and includes leaked songs from SOS. The deluxe was hinted at on December 10, 2023, through various photos posted on her Instagram captioned ‘LANA’. <a href=""https://www.last.fm/music/SZA"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
