,artist,listeners,playcount,bio_content
10,bizarrap,754850,36970099,"Gonzalo Julián Conde, known artistically as Bizarrap, is an Argentine music producer and DJ. 

He specialises in genres such as trap, electronic music and rap. He is known for his Bzrp Music Session and his Bzrp Freestyle Sessions, which he performs with different artists. <a href=""https://www.last.fm/music/Bizarrap"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
11,lola indigo,145462,5234447,"Lola Indigo es un proyecto musical formado en 2018 por la cantante Mimi Doblas como vocalista​ y bailarina, junto a Mónica Peña, Saydi Lubanzadio, Laura Ruiz y Claudia Riera acompañándola en el baile.
El 29 de junio de 2018 Mimi Doblas anunció a través de las redes sociales que su música estaba cerca, mediante esta publicación señalaba que no estaría sola en el proyecto y que se rodearía de un cuerpo de bailarinas con lo que se completaría Lola Indigo:

«Mi música es baile. Por eso mi proyecto va directamente unido a la danza, cada canción que escribo esta pensada para el movimiento. No tendría sentido sin un grupo de bailarines que lo representaran conmigo, por eso no es sólo Mimi. Esto es Lola Indigo.»

El 3 de julio se anunció el título del que sería su primer single, «Ya no quiero ná».​ Durante los días 15 y 16 de julio se publicaron vídeos promocionales que anunciaban las demás integrantes del grupo. Las primeras en ser anunciadas fueron Mónica Peña y Saydi Lubanzadio, conocidas por ser participantes de Fama, ¡a bailar!, horas después se confirmó a Laura Ruiz. La última componente en ser anunciada fue Claudia Riera, que también participó en Fama, ¡a bailar! Cero 2018.

El 20 de julio se publicó «Ya no quiero ná» en todas las plataformas digitales,Junto a su videoclip que en su primer día alcanzó 1 000 000 de visualizaciones, mientras que el single en tan solo minutos de haber salido al mercado logro ser Nº1 en iTunes,Nº1 En Spotify, Nº1 tendencia Twitter España y Nº2 tendencia Global.

Con más de 15 discos de platino en España, es actualmente una de las artistas femeninas más relevantes del panorama musical español. <a href=""https://www.last.fm/music/Lola+Indigo"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
12,sebastian yatra,529987,11546036,"Sebastián Obando Giraldo (born 15 October 1994), known professionally as Sebastián Yatra, is a Colombian singer and songwriter. He began as a Latin pop artist and has recorded many ballads, but has released several successful reggaeton singles. Yatra is noted for his romantic lyrics, melding traditional lyricism with modern reggaeton influences. He rose to prominence in Latin America in 2016 when he released the hit ""Traicionera"". He has released three studio albums and recorded with artists from a diverse range of musical genres throughout his career.

Born in Medellín and raised primarily in Miami, Yatra began singing at a young age and returned to Colombia to begin his musical career. He achieved breakout success with ""Traicionera"" followed by ""Robarte un Beso"" featuring Carlos Vives. ""Traicionera"" served as the lead single for his 2018 debut album, Mantra, which also featured the single ""Sutra"", featuring Puerto Rican rapper Dalmata. He then released the album Fantasia including the lead single ""Un Año"" featuring Mexican band Reik. He received continued success collaborating with Daddy Yankee, Natti Natasha, and the Jonas Brothers on the bilingual single ""Runaway"".

Yatra's music has been classified as Latin pop, reggaeton, and ballads. According to The Fader, Yatras music lands ""somewhere in between the olden times’ sappy romantics and the new wave’s sensuous vibras.""He is influenced by Latin pop and reggaeton artists Ricky Martin, J Balvin, Juanes, and Reik. In an interview with Billboard, he expressed a desire to collaborate with Italian opera singer Andrea Bocelli. Yatra believes that contemporary musicians commit an ""error in associating ballads with boring and slow and old"", and hopes to rejuvenate intererest in ballads for a younger audience.However, his music contains elements of other genres; Desire Thompson of Vibe described his song ""Traicionera"" as a ""trap-EDM blend"".

Despite growing up in Florida and being fluent in English, Yatra sings almost exclusively in Spanish. Yatra explains, “My goal was always to be a singer in Spanish. And I really wanted to understand where I come from and live it. A lot of times I went to Colombia and, even though I spoke Spanish and was always speaking Spanish with my parents, I still felt like an outsider. I wasn’t 100 percent part of it. I wanted to give my roots the importance they deserve. ”His June 2019 song ""Runaway"" was his first foray into bilingual songwriting. In December 2019, he collaborated with South Korean boy group Monsta X for the song ""Magnetic"", which features verses from Yatra in Spanish and a bridge from Monsta X in Spanglish. Sara Delgado of Teen Vogue called the song a ""truly international pop hit"". <a href=""https://www.last.fm/music/Sebastian+Yatra"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
13,olivia rodrigo,2484295,413563565,"Olivia Isabel Rodrigo (born February 20, 2003) is an American singer, songwriter, and actress. She gained recognition with her lead roles on the Disney television programs Bizaardvark and High School Musical: The Musical: The Series. After signing with Geffen and Interscope Records, Rodrigo released her debut single ""drivers license"" in 2021, which broke various records and became one of the best-selling songs of the year, propelling her to mainstream fame. She followed it up with the singles ""deja vu"" and ""good 4 u"".

Rodrigo's debut studio album,  SOUR, topped the charts globally and was met with widespread critical acclaim. She was nominated in seven categories at the 64th Annual Grammy Awards, including Best New Artist, Album of the Year for  SOUR, Record of the Year, and Song of the Year for ""drivers license"". Time named her the 2021 Entertainer of the Year and Billboard named her the 2022 Woman of the Year.

Rodrigo signed with Interscope Records and Geffen Records in 2020. She negotiated the record deal to secure for herself ownership of the masters of her music. On January 8, 2021, she released her debut single, ""drivers license"", which she co-wrote with producer Dan Nigro. Within the week of its release, ""drivers license"" was critically acclaimed, and broke Spotify's record twice for most daily streams ever for a non-holiday song with over 15.7 million global streams on January 11 and over 17 million global streams the next day. It went on to break another Spotify record for the first song in history to hit 80 million streams in 7 days. The song debuted at number one on Billboard Hot 100 and reached number one in numerous other countries. Rodrigo stated in an interview that ""It's been the absolute craziest week of my life … My entire life just, like, shifted in an instant.""

On April 1, 2021, Rodrigo released her follow-up single, ""deja vu"", which debuted at number eight on the Billboard Hot 100, making her the first artist to debut their first two releases in the top 10 of the Hot 100. The third single preceding her debut album, ""good 4 u"", followed on May 14, 2021, and became her second single to debut at number one on the Hot 100.  SOUR, her debut studio album, was released on May 21, 2021, to critical acclaim. Charlie Gunn of The Forty-Five called it ""the greatest coming-of-age album since early Taylor Swift or Lorde"". Slate's Chris Molanphy said its first three singles alone established Rodrigo's ""early status as Gen-Z's most versatile new artist"". According to Clash critic Robin Murray, Rodrigo is regarded as one of Generation Z's finest artists, while Variety dubbed her ""the Voice of her Generation"" in its cover story of Rodrigo.  SOUR debuted at number one on the Billboard 200 chart and spent a total of five weeks at the spot, becoming the longest-reigning number-one album by a female artist in 2021.

In June 2021, Rodrigo premiered  SOUR Prom, a prom-themed concert film on YouTube. On December 6, 2021, Rodrigo announced a world tour, including tour stops in the United States, Canada, and Europe. Three days later, she was named Entertainer of the Year by Time. In an Instagram post on December 24, 2021, Rodrigo uploaded a snippet of a Christmas song called ""The Bels"" that she wrote and recorded at age five. According to Billboard, Rodrigo closed 2021 as the best-selling singles artist worldwide, placing eight songs on the year-end Global 200 chart, including ""drivers license"" at number four, ""good 4 u"" at number nine, and ""deja vu"" at number 27. In the US and UK,  SOUR was respectively the third and fourth best-selling album of 2021. SOUR and ""drivers license"" were also respectively Spotify's most streamed album and song globally. The International Federation of the Phonographic Industry (IFPI) ranked Rodrigo as the tenth best-selling artist of 2021 and SOUR as the second best-selling album of 2021.

On February 17, 2022, Rodrigo announced and released the trailer of her Disney+ documentary film 'Olivia Rodrigo: driving home 2 u', which was released on March 25, 2022.

On June 30, 2023, Rodrigo released the lead single to her sophomore album, ""Vampire."" The single would debut at #1 on the Billboard Hot 100 and several other countries' music charts, and her record GUTS released on September 8, 2023. The album debuted at #1 on the Billboard 200 among other countries' charts, and its singles ""Bad Idea, Right?"" and ""Get Him Back"" debuted in the top ten of the Billboard Hot 100 — making Rodrigo the first female artist to chart all of her singles in the region. GUTS was nominated for six GRAMMYs — Album of the Year, Best Pop Vocal Album, with ""Vampire"" being nominated for Song of the Year, Record of the Year, Best Pop Solo Performance, and ""Ballad of a Homeschooled Girl"" being nominated for Best Rock Song. The record was promoted through a Tiny Desk contest, RSD exclusive vinyls, among other mediums.

Rodrigo would also release the single ""Can't Catch Me Now"" as the soundtrack song for ""The Hunger Games: Ballads of Songbirds and Snakes,"" which was met with critical acclaim for its lyricism, imagery, and connection to the novel and film. The song was performed at select ""GUTS World Tour"" dates as well as the shows she headlined for iHeartRadio's annual Jingle Ball, which included venues she would later tour on the ""GUTS World Tour,"" such as Los Angeles' Kia Forum and New York City's Madison Square Garden.  

The ""GUTS World Tour"" would kick off on February 23, 2024 in Palm Springs, California, with Chappell Roan as its special guest. The tour was met with virality and critical acclaim for Rodrigo's vocals, stage presence, and visuals — dubbed as one of the most impressive arena tours to date. The tour featured songs from GUTS  SOUR and the  GUTS (spilled) track ""obsessed,"" which was only available on vinyl at the time. On tour, Rodrigo announced GUTS (spilled), a deluxe edition of GUTS which released March 22, 2024 and included five additional tracks. The five tracks debuted on the Billboard Hot 100 — to date, each song in Rodrigo's discography has appeared on the chart.

In April 2024, Rodrigo was a special guest to No Doubt's Coachella performance. The pop star continued her ""GUTS World Tour"" throughout 2024, where she performed six nights in Los Angeles, being the first woman to headline Intuit Dome, and is set to close off the tour internationally in Asia. <a href=""https://www.last.fm/music/Olivia+Rodrigo"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
14,adele,4879213,255052108,"Adele Laurie Blue Adkins MBE (born May 5, 1988) is an English singer and songwriter. After graduating in arts from the BRIT School in 2006, Adele signed a record deal with XL Recordings. Her debut album, 19, was released in 2008 and spawned the UK top-five singles ""Chasing Pavements"" and ""Make You Feel My Love"". The album was certified 8× platinum in the UK and triple platinum in the US. Adele was honoured with the Brit Award for Rising Star as well as the Grammy Award for Best New Artist.

Adele released her second studio album, 21, in 2011. It became the world's best-selling album of the 21st century, with sales of over 31 million copies. It was certified 17× platinum in the UK (the highest by a solo artist of all time) and Diamond in the US. According to Billboard, 21 is the top-performing album in the US chart history, topping the Billboard 200 for 24 weeks (the longest for a female artist ever). She was the first female artist in the history of the Billboard Hot 100 to have three simultaneous top-ten singles as a lead artist, with ""Rolling in the Deep"", ""Someone Like You"" and ""Set Fire to the Rain"", all of which also topped the chart. The album received a record-tying six Grammy Awards, including Album of the Year, and the Brit Award for British Album of the Year. The success of 21 earned Adele numerous mentions in the Guinness Book of Records.

In 2012, Adele released ""Skyfall"", a soundtrack single for the James Bond film of the same name, which won the Academy Award and the Golden Globe Award for Best Original Song. Her third studio album, 25, was released in 2015 and became the year's best-selling album and broke first-week sales records in the UK and US. 25 was her second album to be certified Diamond in the US and earned her five Grammy Awards, including Album of the Year, and four Brit Awards, including British Album of the Year. The lead single, ""Hello"", became the first song in the US to sell over one million digital copies within a week of its release. Her fourth studio album 30, which contains the chart-topping single ""Easy on Me"", was released in 2021 and became the year's best-selling album worldwide including US and UK. 30 won the 2022 Brit Award for British Album of the Year.

Adele is one of the world's best-selling music artists, with sales of over 120 million records. Her accolades include fifteen Grammy Awards and twelve Brit Awards. In 2011, 2012, and 2016, Billboard named her Artist of the Year. At the 2012 and 2016 Ivor Novello Awards, Adele was named Songwriter of the Year by the British Academy of Songwriters, Composers, and Authors. In 2012, she was listed at number five on VH1's 100 Greatest Women in Music. Time magazine named her one of the most influential people in the world in 2012, 2016, and 2022. She was appointed a MBE at the 2013 Queen's Birthday Honours for services to music. Her third tour saw her break attendance records globally, including in the UK, Australia, and the US, and her album 21 has been listed in Rolling Stone's 500 Greatest Albums of All Time (2020). <a href=""https://www.last.fm/music/Adele"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
15,manuel turizo,424418,7608845,"Manuel Turizo Zapata (born April 12, 2000), better known as Manuel Turizo, is a Colombian reggaeton singer and songwriter. Born and raised in Montería, Córdoba, he began making music at the age of thirteen with the influence of his older brother, Julián Turizo. When he was sixteen he independently recorded and  three singles: ""Baila Conmigo"", ""Vámonos"" and ""Una Lady Como Tú"", the latter gained wide popularity in 2017, and shortly after he signed under the label La Industria Inc. ""Una Lady Como Tú"" became one of the most listened songs of 2017 in Spanish-speaking countries and made him gain a lot of popularity. As of July 2021, the music video for ""Una Lady Como Tú"" has recieved more than 1.4 billion views on YouTube and the song was streamed more than 495 million times on Spotify.

In October, 2017, he was featured in Piso 21 's song ""Déjala Que Vuelva"", which has gained more than 1.6 billion views on YouTube and more than 560 streams on Spotify. In December of the same year he released his second single ""Esperándote"", which accumulates more than 750 million views on YouTube. In 2018, he released various singles such as: ""Culpables"", ""Sola"", ""Una Vez Más"" with Noriel and ""Vaina Loca"" with Ozuna, the latter became his first Billboard Hot 100-charting hit, peaking at number 94 and staying on the chart for two weeks; while  his song ""Sola"" became his first number one song on the Billboard Latin Airplay chart in March 2019.  In August 2019, he released his first studio album ""ADN""  which featured songs with Zion & Lennox, Noriel, Ozuna, Darell, Nicky Jam, Sech, and Anuel AA. ADN peaked at number eight on the Billboard Hot Latin Albums chart.

In spring 2020  he released his single ""Quiéreme Mientras Se Pueda"" - Love Me While As You Can, during the COVID-19 pandemic. Later that year he released ""La Nota"" with Rauw Alejandro and Myke Towers, and in April 2021 he released his sophomore album ""Dopamina"".

From a very young age, Manuel and his brother, Julián, were surrounded by music, playing any instrument that was passed through in the search of perfecting art. Thus, while Julian chose the guitar, Manuel focused on singing and began taking vocal technique classes in Montería with a Cuban teacher. For him, compositions with universal lyrics that seek to reach the soul, are the formula of success and longs for its fans to continue with the support they have shown so far.

Manuel Turizo will grow under the spotlight, between concerts and fans, but he is confident that the humility and goal he has set to be one of the greatest urban artists in Latin America, will make him stay on a fixed course.
Google Translate for Business:Translator ToolkitWebsite Translator <a href=""https://www.last.fm/music/Manuel+Turizo"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
16,ed sheeran,3591512,207802309,"Edward Christopher ""Ed"" Sheeran MBE (born 17 February 1991) is a singer songwriter currently signed under Atlantic (WMG).  Ed Sheeran was born in Halifax, West Yorkshire before moving to Framlingham, Suffolk. In his time in Suffolk, he was known to have flourished as a hidden talent when it came to music. He learned guitar at a very young age, and began writing songs during his time at Thomas Mills High School in Framlingham. By the time Sheeran had left school, he was already certain that music was going to play a major part in his life, and therefore studied at Access To Music in Norwich before moving to London which improved his chances of getting gigs.

Sheeran began recording in 2005, which lead to the release of his first EP, The Orange Room EP. Sheeran also released two albums, a self titled one in 2006 and Want Some? in 2007 gaining little attention. After Sheeran moved to London and had done extensive gigging, performing songs from his EP and albums, as well as ones which he had recently written, he decided to release another EP, You Need Me in late 2009. However, it wasn't until February 2010 that Sheeran began to get noticed after he posted a video through SB.tv displaying his diverse style. This video led to mainstream rapper Example asking Sheeran to tour with him. Throughout 2010, Sheeran began to be seen by more and more people over the internet through [app] YouTube and his fan-base grew incredibly, with him also getting credit from The Independent newspaper, England football captain Rio Ferdinand and even Elton John. Sheeran released three EP's in 2010, Loose Change, which features one of his most known songs, ""The A Team"", Songs I Wrote With Amy, and Ed Sheeran: Live at the Bedford, a live EP recorded in October. During the year, Sheeran also went to the US, where he was discovered by international superstar Jamie Foxx, who asked Sheeran to perform on his radio show, which gained him some fans in the US. By the end of the year, Sheeran was seen to be one of the best unsigned artists in the country. 
On 9 January 2011, Sheeran released his final independent EP, No.5 Collaborations Project featuring appearances by grime artists including Wiley, JME, Devlin and Ghetts. With this EP, Sheeran gained mainstream attention for reaching number 2 in the iTunes chart, without any promotion or label. He was listed as a 'special guest' on Devlin's 2011 'Bud, Sweat and Beers' mini tour alongside Griminal and Tinchy Stryder. Songfacts reports that after signing for Atlantic Records in January 2011 ""The A Team"" was released as the first single from his debut album on June 12, 2011.

Sheeran's debut album + containing the singles The A Team and Lego House is certified 6x Platinum in the UK. The album has also won Sheeran two Brit Awards for British Breakthrough Act and Best British Male Solo Artist. At the 56th Annual Grammy Awards Sheeran gained a nomination for Best New Artist. 

He received further fame for contributing the track entitled ""I See Fire"" to Howard Shore's soundtrack to the movie ""The Hobbit: The Desolation of Smaug"" in 2013.

x the second studio album by Sheeran was released in 2015. The album went straight to number one in both the UK and the US. x has had five singles thus far Sing, Don't, Thinking Out Loud, Bloodstream and Photograph.

Sheeran recently was awarded with an Honorary Doctorate by the University Campus Suffolk (UCS). The ceremony is later this year. 

Discography:.

Albums:

2011 - +
2014 - x
2017 - ÷
2021 - =
2023-  -
EPs:

2005 - The Orange Room
2006 - Ed Sheeran
2007 - Want Some?
2009 - You Need Me
2010 - Loose Change
2010 - Songs I Wrote With Amy
2010 - Live At The Bedford
2011 - No 5 Collaborations Project
2011 - One Take
2011 - iTunes Festival: London 2011
2011 - Thank You
2012 - The Slumdon Bridge
2012 - iTunes Festival: London 2012

Singles:

2011 - The A Team
2011 - You Need Me, I Don't Need You
2011 - Lego House
2012 - Drunk
2012 - Small Bump
2012 - Give Me Love
2013 - I See Fire
2014 - Sing
2014 - Don't
2014 - Thinking Out Loud
2015 - Bloodstream
2015 - Photograph
2017 - Shape of you
2017 - Castle on the Hill
2017 - Galway Girl <a href=""https://www.last.fm/music/Ed+Sheeran"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
17,morat,247263,15933805,"Morat is a Colombian band formed in the country's capital city, Bogotá. The band is formed by Juan Pablo Isaza (guitars and vocals), Juan Pablo Villamil (banjo and vocals) and the brothers Simón Vargas (bass and choruses) and Martín Vargas (percussion and choirs). Previously, until the end of 2016, drummer Alejandro Posada had been in the band, but the percussionist had to leave the project, being subsequently replaced by Martín Vargas.

They began to stand out internationally in 2015, when their single ""Mi Nuevo Vicio"" came out including a collaboration with Paulina Rubio, Morat received a digital platinum record, and a number 1 in digital sales in Spain, as well as a number 1 in air play in Mexico. At the same time, a topic titled ""How Much It hurts me"" with the production of Mauricio Randy (Dandee) was launched, and included in the EP ""Wood Engraving"". At the end of 2015 presents a new simple called ""How dare You"", which reaches the number 1 in itunes and led to fame in Spain.

2019-present: ¿A Dónde Vamos?
On December 13, 2019, Morat released a new song ""Enamórate de alguien más"".

On March 6, 2020, Morat released ""No Termino"", the third preview of their third album and the first of 2020. On April 2, ""Nunca te olvide"", the fourth single from the third album, was released, the video clip of the song premiered on May 1, which features some of the band’s followers. On May 22, ""Bajo la mesa"", along with Sebastián Yatra, was released, the fifth single from the third album and the first one that includes collaboration. On June 11, their collaboration with Reik came out with their song ""La Bella y la Bestia."" On July 30 they released ""Más de lo que aposté"", their second collaboration with Aitana, and on August 6, ""Labios Rotos"", which is a tribute to the Mexican band Zoé (band).

On November 7, and after more than 5 months without playing on stage, they offered a virtual concert through the Rappi Live Events platform called ""Echando un cuento."" According to the app, it was the best-selling virtual concert on the continent in 2020.

On November 13, ""Al aire"" was released, the sixth single from their third album, with its respective video clip, which was recorded in the municipality of Guasca, Cundinamarca.

On March 11, 2021, they released the single ""No hay más que hablar"". A week later, they released the single ""De cero"".

On April 15, they collaborate with Beret on the song, ""Porfa no te vayas"".

On June 3, 2021, they released a collaboration with Danna Paola. On July 15, 2021, Morat released their third studio album, ""¿A Dónde Vamos?"". That same day they released the single ""Simplemente Pasan"", along with Cami. <a href=""https://www.last.fm/music/Morat"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
18,aitana,179012,8560039,"Aitana Ocaña Morales, better known as simply Aitana, is a Spanish singer and songwriter. She first gained national recognition in 2017, placing as the runner-up in series nine of the Spanish reality television talent competition Operación Triunfo, behind Amaia Romero. While competing in Operación Triunfo, Aitana released the single ""Lo malo"" with fellow competitor Ana Guerra. The song went on to become a number-one hit in Spain and was certified five times platinum, additionally being used in International Women's Day demonstrations in Spain.

Following the competition, Aitana signed with Universal Music Spain and released her debut solo single ""Teléfono"", which became her second number-one single. Its music video became the most-watched Vevo music video within twenty-four hours of all-time in Spain. Her debut extended play Tráiler was released in November 2018, becoming her first chart-topping album and the second most-streamed album within twenty-four hours of all-time in Spain. The extended play's second single ""Vas a quedarte"" became her third chart-topping hit and the most-streamed song in its first twenty-four hours on Spotify Spain, surpassing the previous record which was also held by her previous release ""Teléfono"". Her debut studio album Spoiler (2019), was later released in June 2019 and became her second chart-topping album.



 <a href=""https://www.last.fm/music/Aitana"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
19,camilo,308919,6070884,"Camilo Echeverri was the winner of XS Factor 2007 in Colombia. Camilo was born on the 16th March 1994 in Medellin, Colombia, but when he was 4 years old he moved to Monteria. <a href=""https://www.last.fm/music/Camilo"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
