,artist,listeners,playcount,bio_content
10,ciudad jara,7893,206649,
11,jawny,832178,12222317,"Jacob Lee-Nicholas Sullenger (born December 23, 1995), known professionally by Jawny (stylized as JAWNY; formerly Johnny Utah), is an American singer, songwriter, and producer. He first received recognition after the release of his 2019 single, ""Honeypie"", and was signed to Interscope Records in January 2020. <a href=""https://www.last.fm/music/Jawny"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
12,blanco white,227014,2602709,"Blanco White started as the solo project of neo-folk singer-songwriter and Londoner Josh Edwards (born 21 June 1991) in 2014. After studying guitar in Cádiz (Spain), and later the Andean instrument the charango in Sucre (Bolivia), Edwards’ aim was to begin bringing together elements of Andalusian and Latin American music alongside influences closer to home.  

In early 2016 Blanco White released 'The Wind Rose' via Yucatan Records, a self-produced debut EP. A second EP 'Colder Heavens' was later recorded in the Autumn, this time with producer Ian Grimble (Bear's Den, Matt Corby, Daughter). The third EP ‘Nocturne’ was then released in 2018. 

His debut album ’On the Other Side’ is released June 5th 2020. <a href=""https://www.last.fm/music/Blanco+White"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
13,the black keys,3003406,170088689,"The Black Keys is an alternative rock  group from Akron, Ohio, United States which formed in 2001, consisting of singer and guitarist Dan Auerbach and drummer Patrick Carney. The band name was inspired by a schizophrenic artist and friend in Akron, who used the term ""black keys"" to describe things he disliked or people he did not trust. The Black Keys have roots in traditional blues and psychedelic rock stylings.

They released their first album, The Big Come Up, in 2002, followed by Thickfreakness in 2003, and Rubber Factory in 2004. October 2005 saw the release of the DVD Live, recorded live at The Metro Theatre in Sydney, Australia March 18, 2005. In 2006 they released Magic Potion, as well as the lesser-known Chulahoma and a single version of Your Touch.

One of their trademarks is their preference for simple, lo-fi recording techniques. They refuse to use big-name studios, and do most recording, producing, and mixing themselves. Most of Thickfreakness was recorded in about 14 hours in Carney's basement, using only an early 80's Tascam 388 8-track recorder. Often, their recordings still have background noises (such as an owl hooting).

The Black Keys have achieved increasing critical acclaim and recognition since their debut album, which itself received praise from Rolling Stone magazine. Time magazine named them one of the ""10 Best Acts of 2003"" (behind OutKast and The White Stripes). They have supported a number of bands: they toured with Sleater-Kinney in 2003, had a short stint opening for Beck, have recently opened for Radiohead on the American leg of their brief 2006 tour, and performed at Lollapalooza in 2005 and 2007. In addition to this, they were also well-liked by influential British radio DJ John Peel and appeared on both Late Night with Conan O'Brien and The Late Show with David Letterman. Famous followers of the band include Led Zeppelin frontman Robert Plant, Billy Gibbons of ZZ Top, Thom Yorke and Jonny Greenwood of Radiohead, and Metallica guitarist Kirk Hammet. Matt Helders, drummer for the Arctic Monkeys, can be seen in a Black Keys T-Shirt in an interview on MTV's RAW. 

Their song ""When the Lights Go Out"" was featured in the 2007 film Black Snake Moan, and also on the soundtrack for that movie. The Black Keys were included in the soundtrack of the 2003 movie School of Rock with their song, ""Set You Free"". ""Lies"" was featured in the conclusion of the February 4, 2009 episode of Lie to Me. One of their songs, ""Girl Is on My Mind"", was used in a 2006 Sony Ericsson advertisement, starring the tennis players Ana Ivanović and Daniela Hantuchová, gaining the band more commercial recognition. It was also used in a 2006 Victoria's Secret commercial featuring Heidi Klum and could be heard in the movies Rest Stop and Cashback. Their song ""10 am Automatic"" was used in the video game MLB '06: The Show, The O.C., The Go-Getter, and was also used in a 2007 American Express commercial starring Shaun White. ""Your Touch"" was featured in a 2007 Lee's jeans commercial, and can be heard both in an episode of NBC's Friday Night Lights and in an episode of ""Eastbound and Down"". Their cover ""Grown So Ugly"" can be heard in the background of the going away party in the 2007 film Cloverfield. ""Strange Times"" is used in Grand Theft Auto IV on the in-game radio station Radio Broker. ""Strange Times"" can also be heard during a preview for ABC's The Mole, and the trailer for season three of the Showtime series Dexter, as well as a promo for Gossip Girl. Their song ""Just Got To Be"" is used on the soundtrack for the video game NHL 08, and ""Hard Row"" is featured in the premiere episode of the FX show Sons of Anarchy. Sons of Anarchy has gone on to use ""Keep Me"" in both Episodes 6 and 7, as well as ""Busted"" in episode 7. The song ""Lies"" is featured in the advertising campaign for the third season of HBO's Big Love. ""The Breaks"" can be heard in Guy Ritchie' film RocknRolla. ""Your Touch"" can also be heard in the HBO series ""Entourage"" in the episode ""Manic Monday"", during the opening scenes. The song ""Psychotic Girl"" is featured the episode ""Messin' with the Kid"" in season 6 of One Tree Hill. ""I'll Be Your Man"" is the opening theme song for the HBO show Hungand was also featured in an episode of the FX Network show Rescue Me. ""Your Touch"" can also be heard in the film Zombieland and in an episode of ""Eastbound and Down"" on HBO. The song ""I Got Mine"" has been used in HBO's sports reality series 24/7 Pacquiao-Hatton"" [13] as well as background music for the 2009 American League Championship Series. The song ""Next Girl"" is featured in the in game radio of Saints Row the Third.

Their fourth record that Danger Mouse produced Attack & Release  was out April 1st 2008. The duo's fifth album is the first one recorded in a proper studio.

The Band's fifth album, ""Brothers"" was released in spring 2010 and has seen increasing amounts of exposure to the ""Dancing T-Rex"" video for the song ""Tighten Up"" that went viral...until the band asked it to be removed because they felt it made light of their music. A proper video was released later in 2010, featuring Dan Auerbach and Pat Carney at a playground and was pushed on the band's official YouTube channel, as well as through the iTunes and Zune marketplaces.  The track ""Tighten Up"" was also used as the background music for a Subaru Legacy commercial and on the FIFA 2011 Soundtrack.

The Black Keys' seventh studio album, ""El Camino,"" was released on the 6th of December 2011. Co-produced by Danger Mouse, the album was released to critical acclaim, receiving positive reviews from The Rolling Stones, NME and more. Melissa Maerz of Entertainment Weekly commented on ""El Camino"", saying that ""El Camino trades the soulful stylings of Brothers for harder-driving, faster-riffing rock & roll"". At the 55th Annual Grammy Awards, El Camino won the award for Best Rock Album, while ""Lonely Boy"" received multiple honors, taking 'Best Rock Performance' and 'Best Rock Song'. The album has sold 1.4 million copies in the United States to date.

The Black Keys' eighth studio album, Turn Blue, was released on May 12, 2014 to generally favorable reviews. <a href=""https://www.last.fm/music/The+Black+Keys"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
14,elyella,15824,213443,
15,vetusta morla,152671,8727026,"Vetusta Morla is a Spanish indie rock band originally from Tres Cantos, Madrid, who sings in Spanish. After nine years of musical journey, in February 2008 they published their first feature, Un día en el mundo. Three years later, in 2011, they published their second album, Maps. On April 8 after several years of touring Spain and other countries, they published their third album,La Deriva. In 2017 they publish their fourth album Mismo Sitio, Distinto Lugar. The band owes its name to the character Vetusta Morla from La historia interminable, the giant old turtle (""vetusta"" in Spanish is synonymous with old, old woman.

History

Vetusta Morla was born in the summer of 1998. It all started at the José Luis Sampedro Institute, in the Madrid town of Tres Cantos.

The first components of Vetusta Morla were Pucho (Juan Pedro Martín, voice), David García ""el Indio"" (drums), Jorge González (percussion), Alejandro Notario (bass) and Guillermo Galván (guitar). Later, at the end of 1998, Juan Manuel Latorre joined the group as a guitar and keyboard, Alejandro Notario left the group, finally completing the sextet with Álvaro B. Baglietto.

The group takes its name from the old turtle of the youthful novel The Endless Story, by Michael Ende. Morla is a turtle who chose to believe herself fair enough to become nothing.

The recording of his first model, 13 hours with Lucy, took place in January 2000. After winning in March of the same year the second prize of the Hortaleza Musical Contest, and the first prize of the State Pop-Rock Contest of Rivas-Vaciamadrid A few months later, the opportunity arose to record a second demo, which would take the name of the band, in January 2001. <a href=""https://www.last.fm/music/Vetusta+Morla"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
16,sinkope,18202,296653,"hard rock band formed in 1990 in Extremadura, Spain. they are caracterized for their poetic lyrics and also their original form to deal other subjects such as: social issues, ecologism, pacifism... rock urbano . <a href=""https://www.last.fm/music/Sinkope"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
17,sault,480134,10125688,"Sault are an anonymous British music collective that make a mixture of rhythm and blues, house and disco. Despite critical acclaim, they eschew interaction with the media. They frequently foreground black-centric issues.

The band's lineup is officially unknown. Inflo leads the group; the producer won Ivor Novello awards for his work on Little Simz' Grey Area  and as co-writer of Michael Kiwanuka's ""Black Man in a White World"". Singer-songwriter Cleo Sol and rapper Kid Sister have been members of Sault since their debut album 5[/abum] in 2019. Producer BLK VYNL (Kadeem Clarke) worked on both untitled albums released in 2020. Instrumentalist Jack Peñate joined the band with the release of Nine in 2021 and reggae artist Chronixx began providing vocals with the release of 10 in 2022. <a href=""https://www.last.fm/music/Sault"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
18,coyote theory,564575,7107855,"Coyote Theory is an indie jazz-pop band from Orlando, Florida. The members are Lane Bohman (Guitar), Colby Carpinelli (Lead Vocals/Piano), Grayson Hendren (Bass/Percussion/Guitar) and Jayson Lynn (Drums/Percussion).

Their 5-track EP ""Color"" was released on June 21, 2011.

The video to their track ""Vibe"" appeared in July, 2011. <a href=""https://www.last.fm/music/Coyote+Theory"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
19,niña polaca,10137,395111,
20,khruangbin,891248,36106988,"Khruangbin (IPA: /ˈkɹʌŋbɪn/) is an American three-piece band from Houston, Texas, formed of Laura Lee on bass, Mark Speer on guitar, and Donald Johnson on drums. The trio's first single 'A Calf Born In Winter' was released in May 2014 by Late Night Tales offshoot Night Time Stories, and saw support from DJs Zane Lowe, Cerys Matthews, Tom Ravenscroft, Gideon Coe and magazines as musically diverse as Test Pressing, For Folks Sake, i-D, The 405 and Ransom Note. 'The Infamous Bill' is an expanded offering of Khruangbin's exotic, individual sound. The EP's four tracks were recorded at their spritual home, a remote barn deep in the Texas countryside where Khruangbin's first rehearsals took place. Taking influence from 1960's Thai funk - Khruangbin literally translates to ""Engine Fly"" in Thai - the EP is steeped in the bass heavy, psychedelic sound of their inspiration, Tarantino soundtracks and surf-rock cool.

Mark and DJ's roots are in R&B, hip hop and gospel having played within the same gospel band for years. Both professional musicians, Mark began teaching Laura how to play bass in the summer of 2009. As such, Laura quickly developed a huge passion for the instrument and the aesthetic it brought to music she loved. Having worked studiously on developing her skills, both Mark and Laura were invited to tour with Ninja Tune's YPPAH supporting Bonobo across his 2010 American tour. The tour galvanised the two of them to start making music together more seriously, sowing the first seeds of Khruangbin, with DJ the natural go to for drums. Having kept in touch, Bonobo included Khruangbin's 'A Calf Born In Winter' on his 2013 'Late Night Tales' compilation. In addition to increasing the Stateside following the band has built, the release has helped Khruangbin in topping both the US & UK 'Last FM' fastest growing artists whilst 'A Calf Born In Winter' continues to be one of the most popular single downloads from the compilation. <a href=""https://www.last.fm/music/Khruangbin"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
21,adrianne lenker,939122,65229212,"Adrianne Lenker is a singer/songwriter from Minneapolis, Minnesota and is the lead singer and plays guitar in the critically acclaimed band Big Thief.

Her 2006 debut album ""Stages of the Sun"" consists of all original material that she wrote (some with her father) between the ages of 11 and 14.  Produced by Grammy winner, Steve Hodge. <a href=""https://www.last.fm/music/AdriAnne+Lenker"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
22,shinova,11105,401431,"Shinova is a Spanish alternative rock group, formed in 2008 in Berriz, Vizcaya (Spain). The band's music were initially close to hard rock and alternative metal, they were often compared to Spanish compatriots Sôber, Savia and Skizoo. However, since 2014's Ana y el Artista Temerario released via Spanish label Maldito Records, the music has become more indie rock-oriented. Their fourth album Volver was released in 2016 via Warner Music and peaked at no. 49 in Spanish Albums Charts

Discography:
    Latidos (DFX) – 2009
    La Ceremonia de la Confusión (Independent) – 2011
    Ana y el Artista Temerario (Maldito Records) – 2014
    Volver (Warner Music Spain) – 2016
    Cartas De Navegación (Warner Music Spain) – 2018
    La Buena Suerte (Warner Music Spain) – 2021
    El Presente (Warner Music Spain) – 2024 <a href=""https://www.last.fm/music/Shinova"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
23,carlos sadness,91790,2105077,"Carlos Sadness (born 31 March 1987, Barcelona, Spain) is a Spanish singer, songwriter and illustrator. 

He started to study Design while he uploaded some of his songs onto Myspace.

After a few years of touring underground and getting a lot of visits and reproductions on his media profiles, he drew the attention of some media and publishers, becoming ""one of the most important faces for 2009"" as ""El País"" said. A few months later, he was making a song for the film Brain Drain. That year he worked with Fernando Vacas (music producer of Russian Red) looking for a different sound in new songs, opening the door to a new phase. Nowadays, he considers his first steps as entertainment and learning. 


 <a href=""https://www.last.fm/music/Carlos+Sadness"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
24,eyedress,1755221,55857768,"Idris Vicuña (born May 28, 1990), professionally recognized as Eyedress, is a Filipino solo musician. Raised in the Philippines, particularly an area he described as a ""ghetto,"" Eyedress began playing the guitar at a young age. He and his family moved to Phoenix, Arizona, where he was introduced to punk music. At age 13, he and his family moved to Orange County, California. There he joined the crust punk band Liberal Underground as a bassist. He moved back to the Philippines at age 15 with his family. 

At age 20, he started composing music by making beats on his laptop and releasing them for free online. After gaining a small following from making beats, Eyedress was introduced to Filipino singer Skint Eastwood, and they collaborated on the song ""Biolumine"". The song earned him attention from a French label which pushed for him to make an album, which then earned him a record deal with Abeano Records, a subsidiary of XL Recordings. On December 2, 2013, he released his debut extended play Supernatural, which he recorded in his bedroom using FL Studio.

Eyedress released his debut mixtape, Hearing Colors, as a free digital download on April 11, 2014. He released his second EP, Egyptian Night Club to SoundCloud on July 27, 2014. In September 2014, he released the single ""Polo Tee"" as a tribute to American record producer DJ Rashad. He released his first mixtape after leaving XL Recordings, ""Shapeshifter"", in 2015.

He signed to Lex Records in 2016: releasing his debut studio album ""Manila Ice"" the following May. That was followed by ""Sensitive G"" in November 2018.

Eyedress relocated to Los Angeles from Manila and began recording new songs at his home in Silver Lake.

In late 2019 and early 2020, the first singles from Eyedress' third studio album Let's Skip to the Wedding were released. These included ""Jealous"" and ""Romantic Lover"" which became viral hits on TikTok. ""Jealous"" was certified gold in Australia, Canada, Poland and the USA in 2021, and platinum in the USA in March 2022. ""Romantic Lover"" was certified gold in the USA in April 2022. The album itself was delayed due to the COVID-19 pandemic and ""Let's Skip to the Wedding"" was finally released on August 7, 2020.

His next album, Mulholland Drive, was released on August 27, 2021. In September 2021, shortly after the album release, the first single from Mulholland Drive, ""Something About You"" went viral in the US with Rolling Stone citing the track as the fastest-rising song on American streaming services for the week ending September 23. In January 2022, Eyedress was ranked at number 35 on the Billboard Emerging Artists chart. ""Something About You"" was certified gold in the USA in May 2022. The album was nominated for Libera Award for Marketing Genius.

Eyedress teamed up with Filipino American artist named Zzzahara and announced their debut album together as The Simps. The album, Siblings, was released by Lex Records on February 14, 2022. The tracklist includes ""Tesla,"" the album's first track as wells as the songs ""Miss Fortunate"" from 2019 and ""On Fye"" from 2020. The two related over their Filipino background and shared taste in music. Zzzahara soon started playing guitar in the group thereafter.

In April, 2022 Eyedress played Coachella festival with his new band debuting new material from his forthcoming album his fifth studio, Full Time Lover.[24] The album was released on August 26, 2022. It the track list consists of 28 tracks of hip-hop, post-punk and shoegaze. Shortly after the album, Eyedress released a cover of Blur's ""Song 2"" and he featured on Nosaj Thing track ""Different Life"" from the album Continua.

On October, 5 2022 an Eyedress remix of Fly Anakin, Pink Siifu & Fousheé's track ""L's"" was released. The next day Eyedress performed live at Elsehwere in Brooklyn headlining a Lex Records event which also included performances by Pink Siifu and Fly Anakin.

A remix of Full Time Lover track ""House of Cards"" by Kevin Shields was released as part of the Lex-XX remix series on January 23, 2023. RCA Records released ""Flowers & Chocolate"", his first single for a major label with a music video directed by Eddie Huang on February 13. In March, the RIAA upgraded certification for ""Jealous"" to 2x Platinum and ""Romantic Lover"" to Platinum. <a href=""https://www.last.fm/music/Eyedress"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
