,artist,listeners,playcount,bio_content
10,ovy on the drums,118182,1363708,
11,super yei,102780,1192796,
12,ozuna,735854,20715915,"Juan Carlos Ozuna Rosado (born March 13, 1992), known simply by his surname Ozuna , is a Puerto Rican Latin trap and reggaeton singer who is regarded as the "" New King of Reggaeton"". He has released two successful albums Odisea (2017) and Aura (2018), and since the beginning of his career, he has sold around 15 million records, making him one of the best-selling Latin music artists of all time. He made his acting debut in the film Que León. <a href=""https://www.last.fm/music/Ozuna"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
13,boza,136187,1487675,
14,feid,489511,41721086,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting, experiencing significant success and becoming one of the most popular urban music artists today. With multiple hits and hundreds of millions of streams, he has collaborated with renowned artists such as Bad Bunny, Ozuna, Sech, Justin Quiles, J Balvin, Maluma, Karol G, De La Ghetto, Mora, and others. <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
15,ñengo flow,196821,3548558,"Edwin Rosa, publicly popular as ""Ñengo Flow"" is a hip hop artist and composer of Puerto Rican music. Its fast and complex letters have referred to as the ""Real G"" urban type.

Flow Ñengo born on October 15, 1981 in the town of Rio Piedras. This great rapper grew and raised in the town of Bayamon, Puerto Rico. It is there since childhood he was interested the world of urban music. His beginnings as a rapper were developed with letters of the street, everyday living Edwin Rosa. His lyrics were born from the experiences of everyday life with their classmates and neighborhood. It is not until age 14 when Edwin Rosa was first presented on stage in the neighborhood where he lived in a community movement. There he discovered his mission and dream in life to be an advocate of life in the neighborhood and the street in your town vent to his experiences in his lyrics.

Years passed and flowed ""Ñengo Flow,"" baptizing in the name of a subject of their community. His beginnings as an artist releasing a ""Mixtape"" with colleagues and friends, came to be heard on Univision. In this way, Ñengo Flow draws its first album titled ""Flow Map"", thereby earning the respect of your most recent public craendo great fans that the sun today support it.

Ñengo Flow has been involved in a countless number of musical productions with large urban colleagues gender: Cambumbo (2005), DJ Joe - Abuse of Gender (2006), The Abnormal (2004) and sangrenueva (2005).

With ""Flow,"" Flow Nengo has worked with stars such as Don Omar, Julio Voltio, Arcangel, Yomo, Ivy Queen, Yaga y Mackie, De La Ghetto, among other pillars of the genre.

Success in career is just beginning Ñengo Flow. This great rapper with his team's work led MILLION RECORDS Ozuna businessman Lester (President) shall be sounded across the planet by 2010. His music has evolved and captivate the minds of many. New experiences and take ete sounds great artist of urban type, Ñengo Flow to conquer most recent land and leave your name throughout all the land captured. <a href=""https://www.last.fm/music/+noredirect/%C3%91engo+Flow"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
16,ñejo,90231,821609,"Originally from Ponce, Puerto Rico. Usually heard alongside Dalmata as a puerto rican duo. Recently released ""Broke and Famous.""


more  information 

Ñejo & Dálmata, also known as Ñejo y Dálmata, are a reggaeton duo from Ponce, Puerto Rico. They had worked together in collaborations with other reggaeton artists before they released their album Broke & Famous in 2007. Some of Ñejo's and some of Dálmata's songs have reached the Billboard 200 in 2006 and 2007.
Ñejo has been involved with reggaeton since the production of DJ Joe 5 was released. They started working as a duo on Fatal Fantasy 2.

Discography

Broke & Famous (2007), released by Universal Music Latino, a label owned by Universal Music Group.
Broke & Famous: Still Broke - The Mixtape (2009)
Still Broke:But Not That Broke At All-Pronto (2010) (This album will include the single ""Que Paso"")
[edit]Singles (including collaborations)
""Tu Y Yo"" (ft. Maicol & Manuel) (2005)
""Como Te Extraño"" (ft. Maicol & Manuel) (2005)
""Esa Nena"" (2005)
""Voy A Pillarte"" (2006)
""Nos Matamos (Remix)"" (ft. Arcangel, Chyno Nyno, & Jowell) (2006)
""Malditas Putas"" (ft. Las Guanábanas) (2007)
""El Abrazo del Oso (Remix)"" (ft. Gringo) (2007)
""Pa' Mi Ponce (Intro Casa de Leones)"" (ft. Guelo Star, J-King & Maximan, Jowell & Randy, Arcangel, Voltio, & La India) (2007)
""Hoy Me Atrevo"" (2007)
""Algo Musical"" (ft. Arcangel) (2007)
""Triste y Sola"" (2007)
""Mundo Artificial""(ft. Chyno Nyno, L.T. ""El Unico"") (2007)
""Intro (Los Capo)"" (ft. Julio Voltio, Jowell & Randy, Guelo Star, Zion, De La Ghetto, Syko & Hector ""El Father"") (2007)
""Olvídate de Eso"" (ft. Alexis & Fido) (2007)
""Peligrosa"" (2007)
""El Mellao' (Remix)"" (ft. Julio Voltio) (2007)
""En Navidad"" (2007)
""Te Quiero Mas Que Mi Vida"" (ft. Cosculluela) (2008)
""Algo Musical (Remix)"" (ft. Arcángel & Daddy Yankee) (2008)
""No Puedo Estar Sin Ti"" (2008)
""Amiga"" (2008)
""La Película"" (ft. Vakero) (2008) (Talento Dominicano)
""Dimelo Pa' Donde"" (ft. J-King & Maximan, Guelo Star) (2008)
""Un Hijo En La Disco (Remix)"" (ft. J-King & Maximan, Guelo Star) (2008)
""Hoy Me Rindo A Tus Pies (Remix)"" (ft. Franco & Oscarcito) (2008) (Talento Venezolano)
""Tú Te Las Traes (Remix)"" (ft. Yomo, Jowell & Randy, Voltio) (2008)
""La Ando Buscando"" (2008)
""Puti Puerca (Remix)"" (ft. Jamsha, Guelo Star, Chyno Nyno, De La Ghetto) (2008)
""Loca Con Su Tigere"" (ft. Julio Voltio, El Cata) (2008) (Talento Dominicano)
""Flow (Remix)"" (ft. Plan B, Cheka) (2009)
""Me Gusta"" (ft. Jutha & Small) (2009) (Talento Colombiano)
""La Stripper"" (ft. Joan y Oneil) (2009)
""Cojelo Ahora"" (ft. Sie7e) (2009) (Talento Colombiano)
""Santa Kachucha (Remix)"" (ft. Julio Voltio, Kristian Bob, Chyno Nyno) (2009)
""Estoy Esperando"" (2009)
""Ella Quiere (Remix)"" (ft. Lui-G) (2009)
""Del Sur"" (ft. Guelo Star, Divino, Gastam, J-King & Maximan) (2009)
""Mujeres Talentosas"" (ft. Lui-G, Ñengo Flow, Chyno Nyno, J-Alvarez & Franco El Gorilla) (2009)
""2 Cacha (Remix)"" (ft. J-Alvarez, Ñengo Flow, Chyno Nyno, Lui-G & Guelo Star) (2009)
""Estoy Esperando (Remix)"" (ft. Alexis & Fido) (2009)
""Fuga (Remix)"" (ft. Trebol Clan, Farruco, Tony Lenta, Julio Voltio, J-Alvarez) (2009)
""No Necesito"" (2009)
""A Lo Escondio"" (ft. Lui-G, Mackie Ranks, J-Alvarez, Yaga, George Las Guanabanas) (2009)
""Si Te Atreves (ft. J. Balvin)"" (2009)
""Si Te Atreves (Remix) (ft. J. Balvin)"" (2009)
""Deja (ft. J-Alvarez, Jory) (2009)
""Gio Guanabana Ft. Ñejo & Dalmata, J-Alvarez, Lui-G - Sexo Na´Ma (Official Remix)"" (2009)
""J-King & Maximan Feat De La Ghetto, Baby Rasta & Gringo, Chyno Nyno, Ñejo & Dalmata, Voltio, Guelo Star, Arcangel, Ivy Queen, Franco El Gorilla, Alexis & Fido, Plan B, Ñengo Flow, Zion & Lennox, Syko, Tony Lenta, Yaga & Mackie Ranks--Guayoman-O.G. Black--TrebolClan(Berto-Periquito)-GranGreatMomola-Gastam-Nova y jory Rastrillea II(Remix Official)-(Full Version)
""Si tu no estas"" (ft Limi-T 21 & Alexis ) (2009)
""No Necesito"" (Remix) (ft Cosculluela (2010)
[edit]Ñejo singles/collaborations

""Esa Gata"" (2002)
""El Caballo"" (ft. Plan B) (2002)
""No Quiere Novio"" (2006)
""No Quiere Novio (Remix)"" (ft. Tego Calderón) (2006)
""Tu Me Arrebata"" (2006)
""Voy Hacertelo (Remix)"" (ft. Naldo, De La Ghetto, Jowell & Randy) (2007)
""Sube"" (2007)
""Mal De Amores"" (2007)
""¿Cómo Estás?"" (2007)
""¿Cómo Estás? (Remix)"" (ft. Huey Dunbar) (2007)
""Lo Hecho Hecho Está"" (ft. Tego Calderón, Chyno Nyno, Pirulo, & Julio Voltio) (2007)
""Un Call"" (2007)
""Yo Quisiera"" (2007)
""Por Allá Por Dónde Vivo"" (2007)
""No Es Lo Mismo"" (ft. Tego Calderón & Julio Voltio) (2007)
""Así Es la Vida"" (2007)
""Como Los Quiero"" (2007)
""Violento"" (2007)
""Cream 2008 (Lo Hecho Hecho Está (remix)"" (ft. Tego Calderón, Chyno Nyno, Pirulo, & Julio Voltio) (2008)
""Esta Noche"" (ft. Andy Boy, Chyno Nyno) (2008)
""La Combi"" (ft. Nicky Jam) (2008)
""Somos de Calle (Remix)"" (ft. Daddy Yankee, Arcangel, De La Ghetto, Guelo Star, MC Ceja, Voltio, Chyno Nyno, Cosculluela, & Baby Rasta) (2008)
""Un Party (Remix)"" (ft. Plan B & Arcángel) (2008)
""Cuando La Calle Habla"" (ft. Arcángel, Guelo Star, Gastam, J.Alvarez, Baby Rasta & Gringo, O.G.Black & Guayo ""El Bandido"", MC Ceja, Franco ""El Gorilla"", Ñengo Flow, Delirious) (2008)
""Corazón Roto"" (2008)
""Ando En La FJ"" (2008)
""Marihuana"" (2008)
""Los 3 Chiflones"" (ft. L.T, Chyno Nyno) (2008)
""Aguinaldo"" (2008)
""Por Allá Por Dónde Vivo"" (ft. Hebert Vargas) (2009) (Talento Colombiano)
""Papa Dios (Remix)"" (ft. Jowell & Randy, El Sujeto oro 24) (2009) (Talento Dominicano)
""Ando En La FJ"" (2009)
""2 Cachas"" (ft. J-Alvarez) (2009)
""Tírate El Paso"" (ft. Nely ""El Arma Secreta"") (2009)
""Sin Coro"" (ft. Chyno Nyno, Ñengo Flow) (2009)
""Mueve Ese Culo Puñeta"" (ft. Lui-G, Ñengo Flow, Chyno Nyno) (2009)
""Roze"" Feat Jack Style - [Prod. By DJ Buxxi] (Flow Music) Original Julio (2009)
""Te Estoy Esperando"" (Oficial Remix) (ft Alexis & Fido) (2009)
""Si No Fumo (ft. Cosculluela)"" (2009)
""J-King & Maximan Feat De La Ghetto, Baby Rasta,Chyno Nyno, Ñejo y dalmata, Voltio, Guelo Star, Alexis & Fido, Ivy Queen,Franco El Gorilla (Radio Version)(2009)
""Alegre Prendo"" (2009)
""Mi Blonsito Mañanero (Aguinaldo)"" (2009)
""Que Paso"" (2010)
""Cancion De Amor"" (2010)
[edit]Individuales Dálmata colaboraciones

""Hasta El Desmayo"" (2002)
""Lento Muévete"" (pies Plan B & Blade Pacino) (2002)
""Nos Matamos"" (2006)
""Deja Quitarte La Ropa"" (2006)
""Just Like Sexo"" (2007)
""Pasarela"" (2007)
""Como Toda Una Señora"" (2007)
""Mírala"" (2007)
""Dímelo (Remix)"" (ft. Enrique Iglesias) (2007)
""Pa Encima"" (2007)
""See You Mami"" (2007)
""Miéntame"" (2007)
""Mi Día de Suerte"" (2007)
""Pasarela (Remix)"" (ft. Los Rabanes) (2007)
""Se Va, Se Va"" (2007)
""Sexo en la Playa"" (2007)
""Todo Tiene Su Final"" (2007)
""Contigo Una Noche"" (2008)
""Yo La Vi Bailando"" (pies J-Alvarez) (2008)
""Que raro (Remix)"" (ft J-Alvarez) (2008)
""Para La Chica Que Le Gusta El Sexo"" (ft. Maicol) (2008)
""Eso que tienes tú"" (pies Gustavo Laureano) (2008)
""Salvaje"" (2008)
""Cual Es Tu Miedo"" (2009)
""Si Como Camina Cocina"" (pies Naldo) (2009)
""Solo tu"" (ft. Los De La Noche) (2010)
""Siguelo"" (2010) <a href=""https://www.last.fm/music/+noredirect/%C3%91ejo"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
17,leebrian,33231,321178,
18,nio garcia,314419,4573279,"Luis Antonio Quiñones García conocido por su nombre artístico Nio García es un cantante, compositor y bailarín puertorriqueño.​​ <a href=""https://www.last.fm/music/Nio+Garcia"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
19,manuel turizo,424418,7608845,"Manuel Turizo Zapata (born April 12, 2000), better known as Manuel Turizo, is a Colombian reggaeton singer and songwriter. Born and raised in Montería, Córdoba, he began making music at the age of thirteen with the influence of his older brother, Julián Turizo. When he was sixteen he independently recorded and  three singles: ""Baila Conmigo"", ""Vámonos"" and ""Una Lady Como Tú"", the latter gained wide popularity in 2017, and shortly after he signed under the label La Industria Inc. ""Una Lady Como Tú"" became one of the most listened songs of 2017 in Spanish-speaking countries and made him gain a lot of popularity. As of July 2021, the music video for ""Una Lady Como Tú"" has recieved more than 1.4 billion views on YouTube and the song was streamed more than 495 million times on Spotify.

In October, 2017, he was featured in Piso 21 's song ""Déjala Que Vuelva"", which has gained more than 1.6 billion views on YouTube and more than 560 streams on Spotify. In December of the same year he released his second single ""Esperándote"", which accumulates more than 750 million views on YouTube. In 2018, he released various singles such as: ""Culpables"", ""Sola"", ""Una Vez Más"" with Noriel and ""Vaina Loca"" with Ozuna, the latter became his first Billboard Hot 100-charting hit, peaking at number 94 and staying on the chart for two weeks; while  his song ""Sola"" became his first number one song on the Billboard Latin Airplay chart in March 2019.  In August 2019, he released his first studio album ""ADN""  which featured songs with Zion & Lennox, Noriel, Ozuna, Darell, Nicky Jam, Sech, and Anuel AA. ADN peaked at number eight on the Billboard Hot Latin Albums chart.

In spring 2020  he released his single ""Quiéreme Mientras Se Pueda"" - Love Me While As You Can, during the COVID-19 pandemic. Later that year he released ""La Nota"" with Rauw Alejandro and Myke Towers, and in April 2021 he released his sophomore album ""Dopamina"".

From a very young age, Manuel and his brother, Julián, were surrounded by music, playing any instrument that was passed through in the search of perfecting art. Thus, while Julian chose the guitar, Manuel focused on singing and began taking vocal technique classes in Montería with a Cuban teacher. For him, compositions with universal lyrics that seek to reach the soul, are the formula of success and longs for its fans to continue with the support they have shown so far.

Manuel Turizo will grow under the spotlight, between concerts and fans, but he is confident that the humility and goal he has set to be one of the greatest urban artists in Latin America, will make him stay on a fixed course.
Google Translate for Business:Translator ToolkitWebsite Translator <a href=""https://www.last.fm/music/Manuel+Turizo"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
20,camilo,308919,6070884,"Camilo Echeverri was the winner of XS Factor 2007 in Colombia. Camilo was born on the 16th March 1994 in Medellin, Colombia, but when he was 4 years old he moved to Monteria. <a href=""https://www.last.fm/music/Camilo"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
21,sech,326279,6528719,"Carlos Isaías Morales Williams (born December 3, 1993), better known as Sech, is a Panamanian singer. In April 2019 he released his album Sueños, reaching number three on the Billboard Top Latin Albums chart. In an interview with Billboard, Sech mentioned El General being an influence for his music. He first reached popularity with his song ""Miss Lonely"", in 2017. <a href=""https://www.last.fm/music/Sech"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
22,reik,523297,10415973,"Reik is a Mexican band from Mexicali, Baja California, Mexico. Formed by Jesús Alberto Navarro Rosas (Lead Vocals), Julio Ramírez Eguía (Guitar, Backing Vocals), and Gilberto Marín Espinoza ""Bibi"" (Backing Guitar, Backing Vocals).

In 2003, Jesús Navarro and Julio Ramirez started their then-nascent musical project, tentatively called ""Reik"". It was then they recorded their first demos, which were released through the Mexican underground club scene. Two of the most successful demos — ""Levemente"" and ""Ahora Sin Ti "" — brought more widespread coverage across Mexico. In early 2004, Reik invited Gilberto to join the band. They have been famous ever since, mainly in Latin America, Mexico, and southern parts of the United States. Their videos have been broadcasted on famous music television channels, such as MTV and HTV. 

Reik is the debut album, the first single ""Yo Quisiera"" got heavy rotation on Mexican pop radio stations and soon went to number one. Their second single ""Qué Vida La Mía"" also topped the Mexican charts as did their third single ""Noviembre Sin Ti"". Their fourth single, ""Niña"", failed to match the success of their previous singles, charting only at #33.

Their second album, Secuencia , was released on November 14, 2006, which featured the first single, ""Invierno"" (released on November 6), which gained a lot of popularity based Latin American airplay.

Reik has been nominated to the Latin Grammy in the category ""Best New Artist"". They have been nominated to ""Premios Lo Nuestro"", ""Premios Juventud"", and numerous other awards. The band also has 4 nominations to the MTV Video Music Awards Latin America in the categories of ""Best Pop Artist"", ""Best Group"", ""Best Northern Region Artist"", and ""Best Northern Region New Artist"", winning three out of four. <a href=""https://www.last.fm/music/Reik"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
