Periodo,CCAA,tasa_paro,Tipo de equipamiento,% equipamiento
2007,Comunidad Foral de Navarra,8.311190476190475,Viviendas con algún tipo de ordenador,62.5
2007,Comunidad Foral de Navarra,8.311190476190475,Viviendas que disponen de acceso a Internet,48.4
2007,Comunidad Foral de Navarra,8.311190476190475,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",39.6
2007,Comunidad Foral de Navarra,8.311190476190475,Viviendas con teléfono fijo,89.8
2007,Comunidad Foral de Navarra,8.311190476190475,Viviendas con teléfono móvil,89.7
2007,País Vasco,12.296309523809525,Viviendas con algún tipo de ordenador,63.3
2007,País Vasco,12.296309523809525,Viviendas que disponen de acceso a Internet,49.8
2007,País Vasco,12.296309523809525,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",39.8
2007,País Vasco,12.296309523809525,Viviendas con teléfono fijo,90.9
2007,País Vasco,12.296309523809525,Viviendas con teléfono móvil,91.5
2007,Comunidad Valenciana,13.60285714285714,Viviendas con algún tipo de ordenador,56.0
2007,Comunidad Valenciana,13.60285714285714,Viviendas que disponen de acceso a Internet,41.4
2007,Comunidad Valenciana,13.60285714285714,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",35.5
2007,Comunidad Valenciana,13.60285714285714,Viviendas con teléfono fijo,74.0
2007,Comunidad Valenciana,13.60285714285714,Viviendas con teléfono móvil,91.9
2008,Andalucía,24.05130952380952,Viviendas con algún tipo de ordenador,57.6
2008,Andalucía,24.05130952380952,Viviendas que disponen de acceso a Internet,42.2
2008,Andalucía,24.05130952380952,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",37.5
2008,Andalucía,24.05130952380952,Viviendas con teléfono fijo,73.2
2008,Andalucía,24.05130952380952,Viviendas con teléfono móvil,89.1
2008,Aragón,13.358571428571429,Viviendas con algún tipo de ordenador,63.2
2008,Aragón,13.358571428571429,Viviendas que disponen de acceso a Internet,50.9
2008,Aragón,13.358571428571429,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",44.4
2008,Aragón,13.358571428571429,Viviendas con teléfono fijo,89.7
2008,Aragón,13.358571428571429,Viviendas con teléfono móvil,89.0
2008,Principado de Asturias,15.20345238095238,Viviendas con algún tipo de ordenador,60.8
2008,Principado de Asturias,15.20345238095238,Viviendas que disponen de acceso a Internet,50.9
2008,Principado de Asturias,15.20345238095238,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",45.7
2008,Principado de Asturias,15.20345238095238,Viviendas con teléfono fijo,85.7
2008,Principado de Asturias,15.20345238095238,Viviendas con teléfono móvil,91.6
2008,Islas Baleares,16.903333333333336,Viviendas con algún tipo de ordenador,62.4
2008,Islas Baleares,16.903333333333336,Viviendas que disponen de acceso a Internet,53.3
2008,Islas Baleares,16.903333333333336,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",48.5
2008,Islas Baleares,16.903333333333336,Viviendas con teléfono fijo,82.5
2008,Islas Baleares,16.903333333333336,Viviendas con teléfono móvil,90.6
2008,Islas Canarias,24.81809523809524,Viviendas con algún tipo de ordenador,63.5
2008,Islas Canarias,24.81809523809524,Viviendas que disponen de acceso a Internet,50.5
2008,Islas Canarias,24.81809523809524,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",43.8
2008,Islas Canarias,24.81809523809524,Viviendas con teléfono fijo,74.5
2008,Islas Canarias,24.81809523809524,Viviendas con teléfono móvil,93.1
2008,Cantabria,12.839761904761904,Viviendas con algún tipo de ordenador,63.8
2008,Cantabria,12.839761904761904,Viviendas que disponen de acceso a Internet,51.2
2008,Cantabria,12.839761904761904,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",47.1
2008,Cantabria,12.839761904761904,Viviendas con teléfono fijo,80.7
2008,Cantabria,12.839761904761904,Viviendas con teléfono móvil,92.8
2008,Castilla y León,16.494285714285713,Viviendas con algún tipo de ordenador,56.9
2008,Castilla y León,16.494285714285713,Viviendas que disponen de acceso a Internet,40.7
2008,Castilla y León,16.494285714285713,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",34.0
2008,Castilla y León,16.494285714285713,Viviendas con teléfono fijo,80.7
2008,Castilla y León,16.494285714285713,Viviendas con teléfono móvil,88.2
2008,Castilla-La Mancha,16.97047619047619,Viviendas con algún tipo de ordenador,53.8
2008,Castilla-La Mancha,16.97047619047619,Viviendas que disponen de acceso a Internet,38.6
2008,Castilla-La Mancha,16.97047619047619,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",34.6
2008,Castilla-La Mancha,16.97047619047619,Viviendas con teléfono fijo,74.0
2008,Castilla-La Mancha,16.97047619047619,Viviendas con teléfono móvil,87.3
2008,Cataluña,14.295,Viviendas con algún tipo de ordenador,70.0
2008,Cataluña,14.295,Viviendas que disponen de acceso a Internet,59.2
2008,Cataluña,14.295,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",51.7
2008,Cataluña,14.295,Viviendas con teléfono fijo,86.5
2008,Cataluña,14.295,Viviendas con teléfono móvil,93.8
2008,Ceuta,26.45345238095238,Viviendas con algún tipo de ordenador,58.2
2008,Ceuta,26.45345238095238,Viviendas que disponen de acceso a Internet,49.3
2008,Ceuta,26.45345238095238,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",47.5
2008,Ceuta,26.45345238095238,Viviendas con teléfono fijo,66.5
2008,Ceuta,26.45345238095238,Viviendas con teléfono móvil,83.3
2008,España,17.616190476190475,Viviendas con algún tipo de ordenador,62.2
2008,España,17.616190476190475,Viviendas que disponen de acceso a Internet,49.9
2008,España,17.616190476190475,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",43.6
2008,España,17.616190476190475,Viviendas con teléfono fijo,80.8
2008,España,17.616190476190475,Viviendas con teléfono móvil,91.4
2008,Extremadura,22.52261904761905,Viviendas con algún tipo de ordenador,51.7
2008,Extremadura,22.52261904761905,Viviendas que disponen de acceso a Internet,41.7
2008,Extremadura,22.52261904761905,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",34.3
2008,Extremadura,22.52261904761905,Viviendas con teléfono fijo,72.1
2008,Extremadura,22.52261904761905,Viviendas con teléfono móvil,90.5
2008,Galicia,14.563928571428573,Viviendas con algún tipo de ordenador,52.4
2008,Galicia,14.563928571428573,Viviendas que disponen de acceso a Internet,38.9
2008,Galicia,14.563928571428573,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",31.2
2008,Galicia,14.563928571428573,Viviendas con teléfono fijo,81.5
2008,Galicia,14.563928571428573,Viviendas con teléfono móvil,86.3
2008,La Rioja,15.780119047619047,Viviendas con algún tipo de ordenador,61.3
2008,La Rioja,15.780119047619047,Viviendas que disponen de acceso a Internet,48.7
2008,La Rioja,15.780119047619047,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",43.6
2008,La Rioja,15.780119047619047,Viviendas con teléfono fijo,80.3
2008,La Rioja,15.780119047619047,Viviendas con teléfono móvil,91.7
2008,Comunidad de Madrid,14.789285714285716,Viviendas con algún tipo de ordenador,70.8
2008,Comunidad de Madrid,14.789285714285716,Viviendas que disponen de acceso a Internet,61.2
2008,Comunidad de Madrid,14.789285714285716,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",56.7
2008,Comunidad de Madrid,14.789285714285716,Viviendas con teléfono fijo,88.1
2008,Comunidad de Madrid,14.789285714285716,Viviendas con teléfono móvil,94.8
2008,Melilla,31.791875,Viviendas con algún tipo de ordenador,63.6
2008,Melilla,31.791875,Viviendas que disponen de acceso a Internet,51.1
2008,Melilla,31.791875,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",46.6
2008,Melilla,31.791875,Viviendas con teléfono fijo,71.0
2008,Melilla,31.791875,Viviendas con teléfono móvil,93.5
2008,Región de Murcia,16.950238095238095,Viviendas con algún tipo de ordenador,55.9
2008,Región de Murcia,16.950238095238095,Viviendas que disponen de acceso a Internet,41.3
2008,Región de Murcia,16.950238095238095,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",35.0
2008,Región de Murcia,16.950238095238095,Viviendas con teléfono fijo,69.8
2008,Región de Murcia,16.950238095238095,Viviendas con teléfono móvil,91.8
2008,Comunidad Foral de Navarra,14.093333333333332,Viviendas con algún tipo de ordenador,66.0
2008,Comunidad Foral de Navarra,14.093333333333332,Viviendas que disponen de acceso a Internet,55.5
2008,Comunidad Foral de Navarra,14.093333333333332,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",43.8
2008,Comunidad Foral de Navarra,14.093333333333332,Viviendas con teléfono fijo,87.8
2008,Comunidad Foral de Navarra,14.093333333333332,Viviendas con teléfono móvil,92.7
2008,País Vasco,13.801309523809524,Viviendas con algún tipo de ordenador,66.2
2008,País Vasco,13.801309523809524,Viviendas que disponen de acceso a Internet,56.9
2008,País Vasco,13.801309523809524,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",43.6
2008,País Vasco,13.801309523809524,Viviendas con teléfono fijo,92.5
2008,País Vasco,13.801309523809524,Viviendas con teléfono móvil,91.8
2008,Comunidad Valenciana,18.545357142857146,Viviendas con algún tipo de ordenador,59.4
2008,Comunidad Valenciana,18.545357142857146,Viviendas que disponen de acceso a Internet,47.2
2008,Comunidad Valenciana,18.545357142857146,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",41.5
2008,Comunidad Valenciana,18.545357142857146,Viviendas con teléfono fijo,75.2
2008,Comunidad Valenciana,18.545357142857146,Viviendas con teléfono móvil,92.6
2009,Andalucía,33.92714285714286,Viviendas con algún tipo de ordenador,61.0
2009,Andalucía,33.92714285714286,Viviendas que disponen de acceso a Internet,47.3
2009,Andalucía,33.92714285714286,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",45.3
2009,Andalucía,33.92714285714286,Viviendas con teléfono fijo,71.7
2009,Andalucía,33.92714285714286,Viviendas con teléfono móvil,91.6
2009,Aragón,20.525952380952383,Viviendas con algún tipo de ordenador,66.9
2009,Aragón,20.525952380952383,Viviendas que disponen de acceso a Internet,52.9
2009,Aragón,20.525952380952383,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",49.6
2009,Aragón,20.525952380952383,Viviendas con teléfono fijo,87.5
2009,Aragón,20.525952380952383,Viviendas con teléfono móvil,90.2
2009,Principado de Asturias,24.250119047619048,Viviendas con algún tipo de ordenador,62.3
2009,Principado de Asturias,24.250119047619048,Viviendas que disponen de acceso a Internet,52.4
2009,Principado de Asturias,24.250119047619048,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",48.6
2009,Principado de Asturias,24.250119047619048,Viviendas con teléfono fijo,83.0
2009,Principado de Asturias,24.250119047619048,Viviendas con teléfono móvil,93.3
2009,Islas Baleares,24.91428571428572,Viviendas con algún tipo de ordenador,66.8
2009,Islas Baleares,24.91428571428572,Viviendas que disponen de acceso a Internet,59.0
2009,Islas Baleares,24.91428571428572,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",57.3
2009,Islas Baleares,24.91428571428572,Viviendas con teléfono fijo,85.7
2009,Islas Baleares,24.91428571428572,Viviendas con teléfono móvil,93.8
2009,Islas Canarias,34.968809523809526,Viviendas con algún tipo de ordenador,64.8
2009,Islas Canarias,34.968809523809526,Viviendas que disponen de acceso a Internet,52.6
2009,Islas Canarias,34.968809523809526,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",50.9
2009,Islas Canarias,34.968809523809526,Viviendas con teléfono fijo,74.7
2009,Islas Canarias,34.968809523809526,Viviendas con teléfono móvil,94.1
2009,Cantabria,20.61904761904762,Viviendas con algún tipo de ordenador,64.0
2009,Cantabria,20.61904761904762,Viviendas que disponen de acceso a Internet,54.2
2009,Cantabria,20.61904761904762,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",52.7
2009,Cantabria,20.61904761904762,Viviendas con teléfono fijo,83.2
2009,Cantabria,20.61904761904762,Viviendas con teléfono móvil,94.8
2009,Castilla y León,22.992738095238096,Viviendas con algún tipo de ordenador,60.5
2009,Castilla y León,22.992738095238096,Viviendas que disponen de acceso a Internet,44.3
2009,Castilla y León,22.992738095238096,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",40.1
